Response_ID,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_score
R_6m7s2VZqEwwHo5P,Permanent,Yes,18,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2tm546iuNfAVoNO,Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1gqlcm2soQYSu9G,Permanent,Yes,8,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Don't know,Strongly Agree,1
R_5oP2DUkDu80gt69,Permanent,No,12,Very satisfied,Yes,No,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2aPnUmQ1zf4EHNb,Permanent,Yes,18,Very satisfied,Yes,Don't know,Very good,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_3FWBlN4OKIPP0tB,Temporary,Yes,12,Very dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Strongly Agree,1
R_3feEijXH2EXN5Bd,Permanent,Yes,18,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_9uWojUMy46ugUF3,Permanent,Yes,180,Somewhat Satisfied,Don't know,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Neither agree nor disagree,1
R_3PGmhmGVLK4kd1x,Permanent,Yes,60,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3lS0Lh9CCF9Usca,Permanent,Yes,168,Neither satisfied nor dissatisfied,No,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2afzGnkO9sqNB6t,Permanent,Yes,132,Very dissatisfied,Don't know,No,Very good,Strongly Agree,No,Strongly disagree,Yes,Strongly Agree,1
R_2VdM1N0lvefD27Z,Permanent,No,132,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_42xfM1DXFIeSZW1,Permanent,Yes,144,Somewhat Satisfied,No,No,Neither good or bad,Strongly disagree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2Tn6SwgJqHcW62I,Permanent,Yes,60,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_3Rq3HyuASjz0WaM,Permanent,Yes,180,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_31Qt9kbHKVsGL6X,Permanent,Yes,144,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1f7Vugbw3h3YLQc,Permanent,Don't know,36,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2R2ePnpC0K12JZq,Permanent,Yes,15,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1gvv0BVxWOxBsLo,Permanent,Yes,10,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,0
R_1inEzs8aEBfZv9t,Permanent,Yes,24,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_QaBiHUSPQ6UZpId,Permanent,Yes,60,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_ZCuGII7iLbWeQ4p,Temporary,Yes,24,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1DUVrHawjju3FLh,Permanent,Yes,30,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_xyZNlSLTzD1nzG1,Permanent,Yes,24,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_22FwkQcw325AmKs,Temporary,Yes,12,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_psbzn6gPQREtX0d,Permanent,Yes,168,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3eaY8wMo4FEHo74,Permanent,Yes,24,Somewhat Satisfied,Refused,No,Neither good or bad,Refused,No,Strongly disagree,Yes,Strongly disagree,1
R_9FTsKDLfNgfzYop,Permanent,Yes,24,Very dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3fIORNGQQnlE4N0,Permanent,Yes,16,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3khpDNzpUIa19Dq,Permanent,Yes,30,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_ywggdpNyJJ0I2K5,Permanent,Yes,15,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,1
R_26gXNt1KKKu0N0l,Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Neither good or bad,Agree nor disagree,Yes,Somewhat agree,Yes,Strongly disagree,1
R_3nIrCKGLld5yqZk,Permanent,Yes,12,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_25LSOSH69bNlzCu,Temporary,No,193,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_1DYgpThfSbMiqDQ,Permanent,Yes,72,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_Rno1CUbbmkOpf1v,Permanent,Yes,108,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Somewhat agree,No,Agree nor disagree,Yes,Somewhat disagree,1
R_3KOU8nM0GAOkUhZ,Permanent,Yes,7,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3sh1U1UK6czMrD4,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2UYjrDk2mSFdzAI,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_piaJVEk8DOAd6RH,Permanent,Yes,24,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,1
R_54iG6LQV6AoFFp7,Permanent,Yes,96,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2D6WMkYOEaYwnXG,Permanent,Yes,36,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly Agree,1
R_8hQ5WUR4pVz7pJf,Permanent,Yes,94,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Neither agree nor disagree,1
R_PZjJ2IyF12XYR1f,Temporary,Yes,16,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1hZicxT3xhMMNB2,Permanent,Yes,43,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1oj9E8qIYPRwdXj,Temporary,No,23,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,0
R_1EX1EkSZ7EUkPk8,Permanent,Yes,132,Very satisfied,Don't know,Yes,Very good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_1dsoMaOsrh8dIa0,Permanent,Yes,9,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,1
R_3OqyrEvVzxs2iXn,Permanent,Yes,14,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_DCzaudzaL9b4Nz3,Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1Ii1qKzBmSocNGx,Permanent,Yes,48,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_22PvEgeu4YT2OVs,Permanent,Yes,9,Somewhat Satisfied,Don't know,No,Very good,Strongly Agree,No,Somewhat agree,Yes,Neither agree nor disagree,1
R_3J2yYBDTocX0V7P,Permanent,Yes,60,Somewhat Satisfied,Refused,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_22y0Xx1FYPU9k4Q,Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2S7Yfcu2nE1K46W,Permanent,Yes,7,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_27CEbuftHX8QwhY,Permanent,Yes,45,Somewhat Satisfied,No,No,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,1
R_6tUV2zuFjk2XxbX,Permanent,Don't know,192,Very satisfied,Yes,No,Somewhat good,Agree nor disagree,Yes,Strongly Agree,Yes,Strongly Agree,1
R_1g22JqCajSYftHy,Temporary,Yes,5,Very satisfied,Don't know,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_25MglFMLA2nIVp6,Permanent,Yes,12,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_yKhwZxBbemrUFnb,Permanent,Yes,156,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3sv7sC8Og0taAut,Permanent,Yes,27,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1HbpVbUcd1QjHD7,Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2S8lVpBWDwklEyI,Permanent,Yes,132,Very satisfied,Yes,No,Very good,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_3qpp2nPbpw6rKid,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_12MBQixI5bg5sMJ,Permanent,Yes,240,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3nAD2qDDZcO1RxK,Permanent,Yes,216,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1jPRNJfzk8vPVqL,Temporary,Yes,20,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_2TGGhBCZPcJzger,Permanent,Yes,79,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1GK97deVsgW94aS,Permanent,Yes,9,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2cpF5TpOPKNRdqK,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2TWNKbfAQexvjkT,Permanent,Yes,15,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2VwpNFi0NukfNtk,Permanent,Don't know,48,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_116hTd0YsZECt9e,Permanent,No,5,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3qwIdHKXqBzyyF7,Permanent,Yes,16,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1GN7VyolOFOx5fl,Permanent,Yes,96,Somewhat Satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3QRGS5Axk0Qd93G,Permanent,Yes,228,Very satisfied,Don't know,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,0
R_2xGilFF871ogN0C,Permanent,Yes,24,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3m7t30Nmcnvmc7m,Temporary,Yes,120,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_3FKb3lq8FCwtvbL,Permanent,Yes,180,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3qguy63KjQWMyGi,Permanent,Yes,60,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,Yes,Strongly Agree,Yes,Somewhat agree,1
R_1QrLtts9MUMIuk9,Permanent,Yes,14,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly Agree,1
R_24iSUAhjTtBrx5i,Permanent,Yes,180,Somewhat Satisfied,No,No,Neither good or bad,Somewhat disagree,No,Somewhat agree,Yes,Strongly disagree,1
R_ClyQqJ53uVuZuxz,Permanent,Yes,24,Somewhat Satisfied,Don't know,No,Very good,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_2zeiQEnykBXMtDR,Permanent,Yes,54,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3MSVVmHdPyMXzaU,Temporary,Yes,3,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,1
R_2TZS7eKddCFzY80,Temporary,Yes,156,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_31ZvnCUxFlNfEJi,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_6FEzUDqVax6WQhj,Permanent,Yes,26,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly Agree,1
R_1gjSRGMX34KzRNe,Permanent,Refused,72,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3ksTJlQf62rzV8b,Temporary,Yes,5,Very satisfied,Don't know,Yes,Very good,Strongly Agree,No,Strongly Agree,Don't know,Strongly Agree,0
R_3qwDKyqoYV6ZZSx,Permanent,Yes,24,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_31GZwTBqwYOuXyJ,Permanent,Yes,72,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1n3daojWgzsUVLv,Permanent,Yes,84,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_vD2LUrIzDUr1uBr,Permanent,Yes,24,Very satisfied,Yes,Yes,Very good,Agree nor disagree,No,Agree nor disagree,Yes,Neither agree nor disagree,1
R_3Rwt5m9g9iV2Pjv,Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2tor0yNtVyvQGi8,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3R3NnC4X3ar78QV,Permanent,Yes,102,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Somewhat disagree,1
R_3DbW5ZZF8JQcZt9,Permanent,Yes,3,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2QxIfx10rZeiMAC,Permanent,Yes,24,Somewhat dissatisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2AGSociWaCpse2b,Permanent,Yes,3,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3D1QASSBahFU1Oc,Permanent,Yes,84,Very satisfied,No,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_24qqDcLrGffeuVv,Permanent,Yes,180,Very satisfied,No,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_vZdi0JdXE1N5coF,Permanent,Yes,6,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2aztyQGJV4S92tr,Permanent,Yes,8,Neither satisfied nor dissatisfied,Don't know,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1pGAo2YojcwELsu,Permanent,Yes,6,Somewhat dissatisfied,No,No,Neither good or bad,Strongly disagree,Yes,Somewhat disagree,Yes,Strongly disagree,0
R_2E4sKkalyHnCYUp,Don't know,Yes,5,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2SjG8SdWYjGh4oz,Permanent,Yes,27,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1CJYrYWFstUFMBe,Permanent,Yes,53,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3fUHAgiMFzuQkRz,Permanent,Yes,7,Very satisfied,Don't know,No,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2an6kXrs5HyrpSI,Permanent,Yes,288,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2vcaGVcwvcgACoX,Temporary,Yes,96,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3fvfUyaUCvP6DFl,Permanent,Yes,156,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1FnrJRiP2RWkOlX,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_XUoAxq3DLbfIFXj,Permanent,Refused,648,Very satisfied,Refused,Yes,Very good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_2wh0voXP0n7OBXI,Permanent,No,120,Somewhat Satisfied,No,No,Somewhat good,Somewhat disagree,Yes,Strongly Agree,Yes,Somewhat agree,1
R_3saXMizY5wJPJvd,Permanent,Yes,18,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Somewhat agree,Yes,Neither agree nor disagree,1
R_3smPVLEEYhuE6NR,Permanent,Yes,72,Somewhat Satisfied,No,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1l0hjLqAPatiXYk,Permanent,No,36,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3PBOev64rMDX2Xp,Permanent,Yes,216,Somewhat Satisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,Somewhat agree,Yes,Strongly Agree,1
R_1FCUhi9Yb13QlTL,Permanent,Yes,66,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2WM4IvFax3VaRPH,Permanent,Yes,36,Very satisfied,No,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3KC3HQmt4PNMPAZ,Permanent,Yes,12,Somewhat Satisfied,Don't know,No,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2VsFs5SsYFIZlxc,Permanent,Yes,36,Very satisfied,Yes,No,Somewhat good,Refused,No,Somewhat agree,Yes,Strongly disagree,1
R_1FkCnrNPwshWJ4h,Permanent,No,48,Neither satisfied nor dissatisfied,Don't know,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2xLUPtKdGuaFCKc,Permanent,Yes,70,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_C9sDnXwojFUw25j,Permanent,Yes,126,Very satisfied,Refused,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1IEGW3xFacuFYjx,Temporary,Yes,63,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Don't know,Strongly disagree,0
R_30tWIYfNP1xRUYu,Permanent,Yes,52,Very satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_2czKBLeYqm5a87p,Temporary,Yes,11,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1k0olvYr3tw1TBw,Temporary,Yes,5,Somewhat Satisfied,Yes,Yes,Very bad,Strongly Agree,Yes,Strongly Agree,Yes,Strongly Agree,0
R_3RqDarQ8ybz5WA4,Permanent,Yes,72,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_V1I0sfaQiUL4Dv3,Permanent,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_28ICDlWK9mD1SrL,Permanent,Yes,18,Neither satisfied nor dissatisfied,Don't know,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3neLiO7iDqelaJu,Permanent,Yes,72,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_sMZNufDTgMDSaJz,Permanent,Yes,42,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_PFEDvTVN2POrhy9,Permanent,Yes,84,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2UgCPjCmi7vj05h,Permanent,Don't know,72,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_usOOe7mVtdho4Vz,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2966xTk92qq3F6O,Permanent,Yes,14,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3P6O5vX9SDwvmOM,Permanent,Yes,47,Neither satisfied nor dissatisfied,No,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2Y505Y5U03BstPM,Permanent,Yes,72,Very satisfied,No,No,Very good,Strongly Agree,No,Somewhat agree,Yes,Somewhat disagree,1
R_24pHVcX1beQoV8F,Temporary,Yes,36,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3jeNNkvXnLkVKZQ,Permanent,Don't know,84,Neither satisfied nor dissatisfied,Refused,Yes,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_ymsFhOczfYtxB5v,Temporary,Yes,84,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_vZzhBWQyaS5r4hb,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_eqGU02KtHqQdFJf,Permanent,Yes,72,Very satisfied,Don't know,Yes,Very good,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_2zqhbcPmimP0HZE,Temporary,Yes,8,Very dissatisfied,Don't know,No,Somewhat good,Somewhat disagree,No,Strongly Agree,Don't know,Somewhat disagree,1
R_2uJLV5wSRfI1Xcp,Permanent,No,23,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat disagree,Yes,Strongly Agree,Don't know,Strongly disagree,1
R_vfA6syvjVUiBuSJ,Permanent,Yes,156,Very satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Neither agree nor disagree,1
R_2zwrOM0INvwtA2T,Permanent,Yes,13,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_2c2DXoQ2vgZ7iSM,Permanent,Yes,36,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly disagree,Yes,Somewhat disagree,Don't know,Somewhat agree,1
R_3CPD8S4PVyvGTiO,Permanent,Yes,60,Somewhat Satisfied,No,No,Somewhat good,Strongly disagree,Yes,Agree nor disagree,Yes,Strongly disagree,1
R_eQzoDZ9grGVNYB3,Permanent,No,60,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3Kx42JmprzTUYVz,Permanent,Yes,48,Somewhat Satisfied,Yes,No,Very good,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,0
R_2zchDYxr8uzc6V3,Permanent,Yes,18,Neither satisfied nor dissatisfied,No,No,Somewhat good,Strongly disagree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_20ZCKvqJSjnwnwA,Permanent,Yes,15,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2XaZF3va1ixVI9W,Permanent,Yes,18,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_290P9sZJtO0J0aT,Permanent,Yes,62,Very satisfied,Yes,No,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_tWoqBTF7UoudhC1,Permanent,Yes,106,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2EfTPFAg8n67xCm,Permanent,Yes,72,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_24k3HBbvW1mCW65,Permanent,Yes,84,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3dRssZPezStyS8i,Permanent,Yes,192,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2YLiOMq38KPZa07,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1K7nhA4U6uSnutf,Permanent,Yes,264,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2wNuWn70gGaU7xy,Permanent,Yes,48,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
