Response ID,gender_core,age_core,entity_tenure - Months,conditions_rate_core,safety_core,pressure_to_work_core,factory_recommend_tf_core
R_0snOhqBngPQuCac,0,27,18,5,5,,1
R_7DRcWid5xh7WBbi,1,38,6,5,5,,1
R_8hvJ8YBI1tGIZji,0,61,27,3,5,1,1
R_jViTr8IOhiHFufo,1,21,36,5,5,,1
R_7pIHWPz6NM0uebW,0,47,36,5,5,1,1
R_0szBQx5qvMmK3Wl,0,19,5,5,5,,1
R_9vsl4KmQRJ3NF1Q,0,22,1,4,5,5,1
R_ciAtHXxcSw08aEv,0,26,36,4,5,,1
R_0kxAJhNlTGT9tF7,1,28,5,5,5,,1
R_9WsVLLa2pYSZIRc,1,22,30,5,5,,1
R_c9caCtAzM5PBrLD,1,25,24,5,5,,1
R_8BttAtSF295WSLm,0,25,24,5,5,,1
R_fhxznX29huBCjvN,1,25,24,4,5,3,1
R_9s2J3DqTzoC99yC,1,49,14,4,5,1,1
R_3UgTKQ1ybQ2du7p,1,21,3,5,5,1,1
R_8R4JegKY4Hb5XIz,0,20,3,5,5,5,1
R_2JQmpcYMd7azTpN,1,35,12,5,5,2,1
R_cT6p8xYnAVEFBOu,1,40,14,3,5,1,1
R_dixDXEtszyUttjS,0,35,6,3,1,5,1
R_lCZCWR2sGelBXOK,1,20,18,3,5,3,1
R_lxLSCuJQntI9OE1,1,35,14,4,5,1,1
R_9LqJ1gaLyjEUnQ4,1,23,17,3,1,1,1
R_aGO2pBCrKUDlmMb,1,39,36,3,5,1,1
R_boMGor1u27uOAIH,0,29,24,4,5,1,1
R_ob1I54bCRpYmp8h,0,51,7,5,5,1,0
R_bmcj6y4JD5AcMAh,0,50,42,4,5,1,1
R_c6LMLDK4REm24Th,0,42,3,4,5,1,1
R_l35ucmBpHP3MHSY,0,21,6,3,3,1,1
R_53bbtMizn15DPib,0,20,15,4,4,4,1
R_8EnN8zW5jjuAJ4v,0,25,5,4,5,1,1
R_4U2y8AO3Qz7AiWH,1,22,3,5,5,1,1
R_acfC5iK2GyBojVZ,0,50,14,4,4,4,0
R_h0Fomn1zcIP1gTh,1,21,4,4,4,,1
R_oheLUg4G8liVvSo,0,28,8,4,4,3,1
R_2SBjWQpoAKtb9iC,0,51,3,3,5,5,1
R_2ShJN2Zv7w7Q2R1,0,24,6,5,5,,1
R_iJJA9lT1A3JQFEQ,1,43,8,3,5,,1
R_emhVJHq7BZsU2IM,0,29,2,3,5,,1
R_1oayqMvEvhDgzeZ,0,32,24,3,5,5,1
R_nXvs31H9rf64yFZ,0,26,3,4,5,,1
R_j83tIEjWkMR2fCu,0,32,24,5,5,,1
R_lZLLGC8MYvQ4pnd,1,36,17,3,5,1,0
R_1FBZ4DddVG0x9Rr,0,18,8,5,5,5,1
R_9jF6tjBHtz9MZqS,1,18,4,3,5,1,1
R_fXl5hBHz7N7Si5q,0,19,3,4,4,3,1
R_2b6iXZ3LpwZ8k89,1,28,8,3,5,3,1
R_dXbD6Aap0hfRfO8,1,30,9,3,5,5,1
R_mbgveQAaEEPg12X,1,43,17,5,3,3,1
R_c7biOEEOgQNQ6i5,1,27,2,3,3,5,1
R_0bceKzZPcTwq26F,1,51,6,4,4,5,1
R_kzSeAv1IZ7O0XnK,1,29,6,3,3,1,1
R_2K91I4DceFgaVZX,0,44,3,4,4,1,1
R_efaNBY6dVmZHQVW,0,24,1,5,5,1,1
R_kWr4OrOexTUwFRH,1,51,32,3,3,1,1
R_gW1XKrmrfFcUrwI,0,20,24,4,5,1,1
R_7XWi85ZPjaxEVCU,1,50,48,4,5,1,1
R_7SFe9srVB6bGXrB,0,37,11,4,3,2,1
R_gC7Lsnxq3UJN0nw,1,50,9,4,5,1,1
R_gTQEIDtRqKkQa83,1,21,3,4,5,1,1
R_aUtIIOvV3yC78y6,1,38,7,4,5,1,1
R_dpuxfvSh2CLnXcL,0,21,8,4,5,4,1
R_1NQs5CFNR7Kh2d2,0,21,11,5,5,5,1
R_nXCGuIlV4TsrKr3,0,18,6,3,5,5,1
R_loiEJyLyqGM0KoZ,0,21,12,5,5,2,1
R_fYimOu3VjxmvAau,1,28,14,4,5,1,1
R_m0OOF66Io1SiEni,0,19,12,4,5,1,1
R_9Y9LBAkCPiB1Nou,1,53,3,3,3,5,1
R_5rsfFY3fJUrFjT3,0,18,2,4,1,1,1
R_9lAGAf4NvTMjzaX,0,50,11,4,5,5,1
R_fnJwFreRfCGnFPy,0,31,5,3,1,,1
R_amG7NmcPUR9jBme,1,19,15,3,4,,1
R_jlXqusvdemf7QUP,1,39,7,4,5,,1
R_iaF1BXpQL4qfJMa,0,48,6,4,5,,1
R_lfV1z9ixMNLCdKx,0,52,12,3,3,4,1
R_cOYwBwLnyqoo3E0,0,20,13,4,4,,1
R_n4ia6IkBJ8OxvLn,0,32,5,4,3,5,1
R_7YruFXbucKFHvHr,0,20,12,5,3,,1
R_dWTYWXeeOLjSZaQ,1,30,4,3,5,,1
R_6dlTetT5w6gU4SV,0,23,2,4,5,,1
R_n4wCgxtcu5EpCHY,0,26,6,5,3,,1
R_cPjKoNmt96aqZ7R,0,19,10,4,5,,1
R_2OpBIj1vOILRTBI,1,19,14,3,5,4,1
R_aT8EYsMdchIsq3o,1,36,4,4,5,,1
R_j3Lbf5fgHBfbdgd,1,19,3,5,3,,1
R_3MC0r86gh9vEYYw,1,22,3,4,5,,1
R_fHaqRXVOSMPRtIJ,1,37,4,4,5,,1
R_k08372RaJACmTE9,0,18,3,3,5,1,1
R_nRKu2RJHyXCVZIb,0,22,8,3,5,3,1
R_d9VFpjezXZqUear,1,55,26,3,5,2,1
R_47WiZyXX1zbSro7,1,41,3,3,5,2,1
R_8kXMnETFDC1VbCc,0,25,3,3,5,4,1
R_6kZ1NfzxSEE7yE8,0,19,1,5,5,1,1
R_oLa1UO8z8LJGIQx,1,45,14,5,5,3,1
R_bfPEmAG45VmuKAQ,1,20,11,3,1,1,1
R_iqokk2kB2INg08K,1,20,3,3,5,1,1
R_5VLRVkKsEkTgPnU,1,24,32,5,5,1,1
R_3bph26yPgQOYqiq,0,47,4,3,3,1,1
R_5SmJfangOWEZFdk,0,40,16,5,5,1,1
R_mZQ4ejsjNANUw24,0,43,7,5,5,1,1
R_cK0FxXLrPTaLnw1,1,20,7,5,5,1,1
R_i70kYCjF4Lri3xr,1,18,10,4,5,1,1
R_4oFfaXmwTAycyZe,1,23,6,4,5,,1
R_aCwnAkFi15oOUeW,1,51,15,4,4,,1
R_cedArSp4M0m6jC9,1,41,12,4,5,5,1
R_l3xzffZICMzPIvo,1,37,5,5,5,,1
R_noNpgRpzOvf1obp,0,28,48,4,4,5,1
R_hBCQQQ27CttQSXh,1,22,14,3,4,,1
R_1EMbGqOBbIytFpE,1,32,2,4,5,5,1
R_iSS2eSRDbJsLP0S,1,20,24,4,5,5,1
R_jqwtVUBQshEVhxp,1,37,36,5,5,5,1
R_mRwW0m3osMThKMa,1,21,8,4,3,,1
R_7bKJIxsGEAX0yz3,1,39,28,3,5,,1
R_bVnD7ubWgsAv7DH,1,51,48,3,5,5,1
R_iZfeXvrwDr1AzWJ,1,19,5,3,3,4,1
R_e0sURgGMJe8bgBw,1,18,2,3,5,,1
R_8N5rHU4nRE60zob,1,39,3,4,5,5,1
R_5DvuZEN5XotcoUv,1,52,16,5,5,5,1
R_9caznk28w8u8I0k,1,50,12,5,5,5,1
R_4sp4SV34eLZH26m,0,19,3,5,5,,1
R_bB71sAI8H4xI0i3,1,18,2,3,3,5,1
R_5e9JNo9qibJyiJw,1,41,18,2,1,5,1
R_f1APlRmmRSl7aod,1,21,3,5,5,5,1
R_1BpqoAor2DLVJTN,0,27,12,5,5,5,1
R_6FmM7wfZ5wGldzy,1,19,5,3,1,5,1
R_hFsHQ6dOT1XChjB,1,20,36,5,5,2,1
R_3ysRu4EpKBojKXF,1,29,3,5,5,1,1
R_a2zWC6f8LRDLWfJ,1,50,3,5,2,5,1
R_mULVZjyrRLS3kXM,1,18,6,3,5,5,1
R_8AG9SeKPfV9nxuG,1,22,24,5,5,5,1
R_4DMuQxkp6J55qDj,1,23,8,3,2,2,1
R_cY1oXCSWTl0xDDT,1,32,2,3,3,5,1
R_9pJ6qE8aUOmEtap,1,49,15,5,5,5,1
R_n7La6Qq836RvmBQ,1,32,10,4,5,4,1
R_amrttD14qUVa09M,1,53,7,5,5,1,1
R_iG3BBvMq1Qb80fi,0,18,4,5,5,3,1
R_21wMqNabIok8NWM,0,24,6,5,5,1,1
R_iZOsXeBOa22bmpS,1,34,36,5,5,1,1
R_8s8Ko0Jdpxvs1lf,0,19,3,4,5,1,1
R_lKn2rf99L5vehHe,1,23,6,4,5,1,1
R_3VLhJf6vJbPvJqP,1,29,7,5,4,1,1
R_245FoQBnSHyqGvo,1,19,6,4,4,1,1
R_8oeqL8U7j7QgUMu,1,40,6,4,5,1,1
R_7t8pw7ZodJ4lwuA,1,25,36,5,5,1,1
R_4Q14vBKl1XhXdpv,1,25,0,3,4,1,1
R_lLssEgTAIpmvTLo,1,42,6,4,5,1,1
R_5g0gAQiM2Xjnf9Y,1,37,3,4,4,1,1
R_bt6ZCGnFoJUUJPr,1,18,4,4,4,1,1
R_5ORJ27UICQpSvJT,1,19,16,3,2,1,1
R_hH0R3qbhFDXEvth,1,35,3,3,5,1,1
R_iJNkywkwbtTjs9D,1,32,7,4,5,1,1
R_43uEjMCLI5IPJ75,1,39,6,4,4,1,1
R_5VWnwlZvyquboAx,0,57,27,3,5,1,1
R_2tE49dVjZX6PfgU,1,45,48,4,5,1,1
R_9wMongRhdr4a91b,1,48,48,4,5,1,1
R_iu839z8yXZMLfhD,1,35,2,4,4,1,1
R_f3izroa2BFjjpyt,1,26,8,3,2,1,1
R_dQlZhLrAjbHwZdu,1,30,1,5,5,1,1
R_30ClNHf6uoUBZJa,1,32,4,4,5,1,1
R_2RQyTDDbraB7g3q,1,58,36,5,5,1,1
R_jJbnEDD6qvmt6K9,1,26,9,4,4,1,1
R_3dgYVw0p8uIJhUk,0,38,8,4,5,1,1
R_jW8RLfm6Gs079Es,1,37,22,4,5,1,1
R_1QxXi49E8eTZte1,1,45,48,4,5,1,1
R_9lSvTQdmh3jitqQ,1,32,13,4,5,3,1
R_gCRRWroKLKyxtSl,1,18,1,5,5,1,1
R_7nlq1FzSRwR5THH,0,22,4,5,5,1,1
R_60jJsWUe4UQwSJw,1,51,4,3,5,4,1
R_fZLoMuLp95GIKWN,1,21,10,5,5,2,1
R_3muKAXkfVNY1jvl,0,25,17,5,5,1,1
R_ojPef9hfTvmBwZy,1,23,6,3,1,1,1
R_4UDeKVwiT9UvEtu,1,20,3,3,5,1,1
R_7LXmorY5JzYtoxN,1,37,10,5,5,1,1
R_6mZ4UtC26htFIMj,1,38,3,5,5,1,1
R_dm6WqpfPlomcIpY,1,38,36,3,5,1,1
R_6bBVDIvoZrrpax0,1,45,27,4,5,1,1
R_n5vPCYf8o3YF5TI,1,48,42,4,5,1,1
R_8YwrgWUVgqxWy17,1,57,27,4,5,5,1
R_8O98CnGlWFpl1Wc,1,30,8,3,1,4,1
R_ly4b2xbArxN14hX,1,42,18,4,5,1,1
R_5IGHwNBimwJibKB,0,18,5,3,5,3,1
R_4oinoPaIeMXTLte,0,55,60,5,5,1,1
R_gTOsv4igbhURO5L,1,45,6,5,5,1,1
R_d8lvwbIYozBU7eM,1,42,9,3,5,3,1
R_ohco9aRJz1Fki22,1,22,29,3,5,1,1
R_iSMCVk536w55adK,1,22,24,3,5,1,1
R_h3gXzQIU2YvygaY,1,48,48,5,5,1,1
R_doFiP4WZTVAxUCn,1,37,8,5,5,1,1
R_nQoHfsVnFkr0O2o,1,37,30,3,5,1,1
R_1lbQKatLyAw7QaS,1,44,24,3,5,1,1
R_fu1YcYwINYkCwit,1,46,42,4,5,1,1
R_0MYn6S3PRe52raR,1,18,7,4,5,1,1
R_9ScOOcwMpBJMUYR,1,31,4,5,5,1,1
R_9sXOKoqjr4FPfAf,1,34,4,5,5,3,1
R_aYC9aJ3pTgDNUav,1,33,6,5,5,1,1
R_iWEeOitcJL753kD,0,25,3,4,4,4,1
R_7ZUwfKNQr2GUY1j,0,19,12,5,5,2,1
R_0A2Z2NJ5MFe7rVG,0,27,15,4,5,4,1
R_dtESeqSOVPkqaxg,1,35,20,4,4,4,1
R_15lXY9xYzfiUOjq,0,19,1,4,5,5,1
R_ibuwyW5bTSfKipb,0,21,3,5,4,5,1
R_czTEQ2WTCRHwLGj,0,25,14,4,5,5,1
R_2sbM6r5hDxdCN7n,0,27,2,4,5,5,1
R_1XMXI0qBOHG4HbC,0,18,12,5,5,5,1
R_0oL2AXwHQ7pcUpA,0,22,5,5,4,4,1
R_1gOqSvxtnNByktp,0,37,8,4,5,5,1
R_jW0UmsUYq7XK6iC,0,23,6,4,5,5,1
R_7dSVbAGKmgcBg9C,0,21,3,3,4,5,1
R_leJVuhdaL515X2G,0,20,12,3,3,4,1
R_gUMcxkrozk8l0gH,1,28,16,4,5,4,1
R_eFobTqPfpRUqOZi,0,22,16,5,4,4,1
R_64TSuuTR5zkyKoA,0,31,4,5,4,5,1
R_nMvVjyomzXgfLkj,0,43,16,4,5,4,1
R_3nnbVuBwJtJ2xVE,0,18,4,5,4,3,1
R_c2JWPlzbjfG04vi,0,22,15,4,4,3,1
R_4nZaRjMMkPgZ6wp,0,21,7,4,4,2,1
R_aETbRZDZtyoSFxe,0,18,2,5,5,2,1
R_7YbLbqobVkfTZtX,0,47,12,4,4,5,1
R_fcDKYc6kqXqetOF,0,27,6,5,5,1,1
R_ei3We017q4WoOVR,0,27,12,5,4,4,1
R_4JsSRDBgWD1mFem,0,19,15,5,5,3,1
R_kU6rZi1wbJThaK8,0,37,2,4,5,3,1
R_iyA3pPFh3sbYt1w,0,32,15,4,5,3,1
R_190i72bxrvP1KjB,1,22,3,3,4,4,1
R_inl99SVzG6IPojT,1,28,6,4,3,4,1
R_bPmbBAXfbpxdOQF,0,45,16,4,5,3,1
R_m03vkf4UNBo98qV,0,38,13,4,4,3,1
R_8wKc30CpUvvhoAm,0,27,16,4,3,3,1
R_0D0RCB14Oik5b0M,0,18,6,4,4,3,1
R_bs3dIQ5bQRB2CzW,Other,38,19,4,3,3,1
R_hJIhI10zceHHAiJ,0,21,4,3,4,3,1
R_hQF4LGY3X1kgqwZ,0,19,12,4,3,3,1
R_9iHh8v5Z5lejevT,0,37,6,4,4,3,1
R_io9Zzz7li3sb5Mh,0,24,14,3,4,3,1
R_eBJG8gIqjzWlXDe,0,27,24,3,4,3,1
R_0yQ3D8ZobnwOBMT,0,20,6,4,3,3,1
R_5Qq9bJwWh2xoRun,1,18,6,4,4,1,1
R_iVxrzPBmG8xwMvy,1,27,12,3,5,1,1
R_a2gU2xYWS3iJygG,1,19,4,3,4,1,1
R_nAzrt9GqKBcTdEc,1,23,6,3,4,1,1
R_cQafyurkWvcYyxc,1,19,24,4,5,3,1
R_4aZd2A1CUqXYyAs,1,21,36,3,3,3,1
R_n4PL3ggFiSr9QEF,1,25,36,3,3,3,0
R_fdhDzdpXJtCSddB,1,44,48,3,3,3,1
R_3ii1L4936fWIc6U,1,19,24,3,3,3,1
R_kElN5JK9k8tWNEB,1,21,24,,,3,1
R_1OHNal5ZoxCQcb2,1,18,24,3,3,3,1
R_aw2dawtjdsd3NKz,1,18,12,3,3,3,0
R_lwAXgmtm0RxIXdk,1,24,36,3,3,3,
R_6dZpJLLGGvaoTR7,0,28,12,3,4,1,1
R_4VxX2GTIX2nPX6U,1,22,8,4,4,1,1
R_9DSSO0ISy391jrP,1,18,1,4,4,1,1
R_5jc3yjZPD7DijIR,1,21,6,3,4,3,1
R_4AjNkFVZMENCht2,0,19,10,4,4,1,1
R_dXrVa3rjaSDxcqi,1,18,0,4,4,2,1
R_klH5j876OxbEbi1,0,22,8,3,4,1,1
R_0MRY6Bk9zfta8hY,1,22,8,4,4,3,1
R_mrqTfeKIxbaiXRg,0,26,14,3,4,1,1
R_1b2E0poiNnxkylj,1,21,10,5,4,2,1
R_lJKx2Vy9B8uQBDI,0,21,12,4,4,3,1
R_l3DCtaWFgwqzAT0,1,19,6,4,4,2,1
R_6FjAwduExATGhhZ,0,29,8,4,4,2,1
R_ofU9quIPOchR0sn,1,18,12,4,5,4,1
R_fkodYbCVoUcjzGU,0,22,12,4,4,2,1
R_eF0d1e5ErNcwHt0,1,21,24,3,4,4,0
R_oCKp7whtWOMypto,0,18,1,3,4,2,1
R_impkpMeatNxQDH4,1,19,24,4,4,3,1
R_6NUbZsqYzq3Agg2,0,42,48,3,3,,1
R_oAsYw2Z2FHsKGpS,1,19,12,4,4,2,1
R_iRLMDiuzgusIhZC,0,22,24,3,3,,1
R_6QRwzYg3UghwniE,1,23,24,3,4,3,1
R_bNWP1MymcXXcRkE,0,28,48,3,3,,0
R_5u7L6Ucz8OYX5G5,1,21,24,3,3,3,1
R_hgL0s1oqm96duh4,0,47,72,3,3,3,1
R_aWbo5IVIhyfEsQB,0,18,12,3,4,4,1
R_bFA2fBfnb5yfa5p,0,23,24,4,4,3,1
R_92WlDqkTiZtKVXH,1,19,12,3,3,,1
R_lU6VdrVdNKxX3T0,0,38,60,3,3,3,1
R_7QcDUJFd1xdSRuh,1,34,48,3,3,4,1
R_hqRQIpYb1c3a74B,0,22,24,,,3,1
R_8Uj4LG5C3SB6lPr,0,41,72,3,3,3,1
R_aZUP80OPOsuYwpO,0,25,36,3,3,3,0
R_ce1f3Ke6tWIFcXw,1,18,0,3,3,3,1
R_mCLJYVdMdqU0Sp8,0,33,48,3,3,3,1
R_0cRSqqRuGyjF5hv,0,19,24,3,3,3,0
R_iguzqHFn5REjo9Z,1,27,24,3,3,3,1
R_9g8hrOfrihskWro,0,21,12,3,5,3,1
R_0oyYjq3PIqhVIWf,1,19,12,3,3,3,1
R_oao0ZKLEgBe8tD0,0,21,24,3,3,3,1
R_odk9GJhXFmgetrI,0,31,48,3,3,3,1
R_np2S3BOijWzwlcP,0,51,12,3,3,2,1
R_hGEUsDk8SmpH5so,Other,20,24,3,3,2,0
R_bmG8cBjijiMyqu9,0,20,24,3,3,3,0
R_mqBi1IXaO0ySk3o,0,18,24,3,3,2,1
R_dJSxDl7MmxoZvxu,1,23,36,5,5,4,1
R_dT7AweXY8LFTCL8,0,23,12,,3,3,1
R_cZeGUcs8CC8mI3M,0,30,12,3,3,,0
R_cOQsqz1f33dfbHJ,1,53,72,3,3,2,0
R_4TCELKkbIHa4vAS,0,23,48,4,4,3,1
R_4NFqWmzqkDthy4w,0,45,36,3,3,3,1
R_g6vnoGcej1076B7,1,27,60,3,3,3,1
R_4n5DLqFoWzg9vr8,Other,19,12,,,3,0
R_g0bERd5klJI6G8V,1,26,48,3,3,4,1
R_kDtlHQyagWHL5K7,0,22,12,3,3,3,1
R_fyrGlg56A3zrGDZ,Other,18,12,3,3,3,0
R_l85lygZkR0QQAGo,1,19,24,3,3,3,1
R_fFpF0S9G3niq6J0,0,39,60,3,3,3,1
R_4Ufb3neI8TpGLaI,0,29,72,5,5,3,1
R_3muEN25u8OUpyr8,0,22,12,4,4,2,1
R_bxwrOiQPRJuqpxP,1,28,36,3,4,3,1
R_ctx580fRpydMMR2,0,19,12,3,3,3,1
R_2lkQlrf7AuRpJpL,1,32,36,4,3,3,1
R_o2RDIIQnQIsCRU4,1,19,12,3,4,2,1
R_hj8cQnJD95UdT4q,1,24,24,3,3,3,1
R_eyIXOcRd0QJ0kUa,0,26,36,3,3,3,1
R_nKRmvi6VGpbih2m,1,30,24,3,3,3,0
R_cLUkkxImUALY8cU,1,35,8,4,4,2,1
R_0L65l8VX1592TP9,1,19,12,3,3,3,1
R_7rdiHkKDtKTeQui,1,18,2,3,4,3,1
R_exwFmkHtxVTCcKM,1,21,15,4,4,3,1
R_0BYPk3Xsp77IrbJ,0,20,24,3,3,3,1
R_j3HYU0k9bLDAdkD,1,18,9,3,4,3,1
R_lhMcceQXppXyiut,0,25,36,3,1,3,1
R_d2RhLlbhXUjjAjt,0,19,36,3,3,,1
R_3yPELsO5UIqwmAr,0,34,12,4,4,3,1
R_lMH7QCPLf3mdThh,0,18,24,3,3,3,1
R_6Kj3kLJaAI0PDge,0,19,14,4,4,2,1
R_4tw8LXm5QjvcHcE,0,22,36,3,3,3,1
R_iVLrctv5zxSvjuR,0,21,12,4,4,3,1
R_9XtGR9EGRPrAv14,0,19,48,3,5,,1
R_0SvYPURqv33CJjZ,0,35,7,4,4,3,1
R_bWStJipMJomIN3Y,0,19,3,3,4,3,1
R_485g2qEzaa5BGcA,0,37,9,4,4,2,1
R_5dOAmSyUXdePDNq,0,24,24,,,2,1
R_7oDPo2O9ceUZ47G,,21,12,4,4,3,1
R_lU6tGuPAbtwml3w,0,27,60,2,3,5,1
R_4nKU2XMK67Uqxya,0,22,8,4,4,3,1
R_5tjZUg1qjbnHSNp,0,23,12,4,4,2,1
R_0qZOZZVoMrZ9pEf,0,22,12,3,5,3,1
R_83SkAsvPxFxXlLw,0,27,14,4,4,3,1
R_bAHvwgEFJ70MWJt,0,19,24,3,3,3,1
R_4nel7C2Lk1LwTZI,,23,12,4,4,3,1
R_gYKhO9tebCQQfGL,0,22,2,4,4,3,1
R_mxJvIkY2uMpq0w2,0,21,5,4,4,3,1
R_dizWrgcJRgv7dgI,0,23,7,3,4,3,1
R_3AF5iU7uqnmchoI,0,39,11,5,5,5,1
R_hsZGGy0ShDlgakH,1,56,108,5,5,1,1
R_bmu3br1XygH4bRT,1,55,24,5,5,5,1
R_963mU9ey8NHFqEe,0,49,31,4,5,4,1
R_1ADjcIUa7F5qDPp,0,19,12,3,5,3,1
R_opEAHhwr0ZtO0qJ,1,32,18,5,5,1,1
R_a2inHEpA2wormMF,0,28,5,3,4,1,1
R_jnPZet0DtnDOMZn,1,43,96,3,3,2,1
R_g8vY89u6FUEhhHp,1,57,18,4,3,3,1
R_nUoameCt8TTxXEt,0,38,72,5,5,5,1
R_8Z1TOqN5B6tbVXB,1,39,36,5,5,2,1
R_gpaUbdozhQ5mSN2,0,23,10,5,5,1,1
R_9Yo88GRXeYJaq8J,0,19,14,3,5,5,1
R_fk92zCP2Mj9YnYN,0,20,18,3,5,2,1
R_hMa2kDv7IpY5doC,1,38,16,3,5,5,1
R_ovB4ETYIo6HiMy0,1,27,3,5,5,5,1
R_cTe5vH5O3E1ovZW,0,19,7,3,3,3,1
R_9P5wbbtSlQDLebe,1,22,14,3,3,4,1
R_9M6rmLJQIV73pjX,1,45,72,4,5,5,1
R_k5dcu2BUJatQ5Js,0,44,8,5,5,1,1
R_o0ua3Siz5AOvMBw,1,27,39,5,5,5,1
R_j1xL9tAEdRRnTnk,0,43,108,5,5,5,1
R_dFK8oYa2atfP9WT,1,48,2,3,4,2,1
R_d6ptriqvauBbyhR,1,56,13,5,4,3,1
R_ddnyh6JCfLeE5W3,0,19,12,3,5,4,1
R_gTUvvcUcvbIRbKy,1,40,18,3,4,3,1
R_frTGc1AVrcPZo03,0,52,19,5,5,2,1
R_1o0Scv4DFcSR8rD,1,46,24,3,3,2,
R_jhZwOqLiMdutEwE,1,45,5,5,5,3,1
R_oOFjh9YNae1Ut9U,0,19,2,5,5,5,1
R_mLTn7xW0Gcnyi7X,0,40,18,5,5,3,1
R_8OxKuz3r5dZOyZ3,1,45,33,5,5,3,1
R_eM9JaCCQ8hQX5xK,1,42,20,3,3,2,1
R_00xTODSq7VctkK4,0,33,72,3,5,4,1
R_5HXLubBDYABrieh,0,28,12,3,3,4,1
R_cq41x02WK5wqAcA,1,50,6,5,5,3,1
R_eU24jUbBjojplRu,1,40,10,5,5,3,1
R_5rXhlgUzJ52UId9,0,41,96,3,3,5,1
R_8ag4fg5ELP9vzgj,1,24,2,3,3,,1
R_7HyJz9HHgTVRHUo,0,27,84,4,5,1,1
R_8zaA7H7Nxm5Mm8N,1,61,48,5,5,1,1
R_8d3ruutitcZKDf2,0,61,14,3,5,5,
R_24woSDlkB8UwNBK,0,20,12,5,5,4,1
R_mEif7yXd4iHhBnJ,1,20,15,4,5,3,1
R_bKVzDEFK2ooPUut,1,37,22,3,,2,1
R_1VeHpRpqpHahb2B,0,40,4,5,5,5,1
R_4DIhsSz91eFCZp4,0,52,420,3,4,3,1
R_kyBUJDbroo5HNSh,1,48,108,5,5,5,1
R_l09b5e39HbFivA9,0,22,12,3,4,4,0
R_1VnK5EGo1VXnDy8,1,44,48,5,5,3,1
R_0YftlC6oovQgQwz,0,27,20,5,5,3,1
R_8LtIS5ZaJFvxB0D,0,18,1,5,5,5,1
R_0cgbxTNGm3lbhqf,1,42,18,5,5,5,1
R_1E6Qy6DtO567eRA,0,22,30,3,5,1,1
R_nwdi5m6TriDpRfQ,1,32,4,5,5,5,1
R_3deChILsb0N6IFc,1,32,5,3,3,1,1
R_bQkRhA1ht3VAJgR,0,21,6,3,5,1,1
R_cZKTHpJ3iSArmiq,0,24,12,5,5,5,1
R_3vmzyelZBD5yQ13,1,43,96,4,4,4,1
R_1oLMGWAjcO01OYk,0,26,60,5,5,1,1
R_bIdq5HCLVghhXx1,0,34,25,5,5,5,1
R_a1DKSkbVGqVA5hR,0,43,11,5,5,1,1
R_37B9T8raIWYWA9a,0,37,48,3,5,5,1
R_meG0mp6DHjRvUjb,1,42,36,5,5,5,1
R_oo8yaeuo2CzdbuP,1,55,120,3,5,3,1
R_gjaimStE1lbIJIz,1,22,36,4,5,5,1
R_bVzqodT4KSGJumn,1,37,84,3,4,1,1
R_3vcjvf8H8XqVSup,0,25,13,5,5,5,1
R_cZsRw1PjLl7fz7J,0,30,8,5,5,5,1
R_f6m7IKjZvgfKrw6,0,18,18,5,5,5,1
R_jOYUeze8UA1drrx,0,20,7,3,5,5,1
R_mnIDchXpG5uoY7V,0,24,24,3,5,5,1
R_8S4Kjsk9fWtpLZn,0,34,12,5,5,5,1
R_3iog8PE4waUVZA7,0,75,36,3,4,5,1
R_oqrlrEasmpRWOkJ,0,35,14,3,5,4,1
R_jEsIk4gUZ6Cywpr,0,29,1,5,5,3,1
R_kutzEzPbYcGnVbb,0,40,24,2,3,5,1
R_itG9xGdsTDPoxjk,0,31,15,3,3,4,1
R_fMREljm6U3RuLxL,0,21,24,4,5,1,1
R_givAKl7Y6IeBhmd,0,24,24,3,3,1,1
R_fKWlZF1DcaY3zoq,0,28,14,3,5,1,1
R_jsAVM6z4bDnEARP,0,22,8,3,3,1,1
R_7iHlBQDckKK71SQ,0,28,16,5,5,1,1
R_0dnqHqQhiVzaMTo,0,53,16,2,5,1,1
R_35CECU9OOGH9dVx,0,54,24,5,5,1,1
R_jNAUc1TgINArJze,0,37,18,3,4,3,1
R_cV7h74CLI5qKpWP,0,62,48,3,3,1,1
R_iDOUw2Cl1OuXv0s,1,24,24,5,5,1,1
R_mTaWf2zsVax0L1S,1,34,14,5,5,5,1
R_ogKo8MLzAauXwrX,0,46,7,5,5,5,1
R_iX57gO2x62ajqH9,1,47,24,5,5,3,1
R_lbOBmewNnttmtPI,1,36,60,3,3,2,1
R_1wUSwMDbZfP7AtV,1,32,48,3,5,3,1
R_fINTgLvR9lcBkjv,1,53,42,3,3,3,1
R_kon7VnKu5AUVUNr,1,32,120,3,5,3,1
R_653z9Bqwhbm5jnB,1,19,7,3,5,1,1
R_2nJAM0DGiDzFePh,1,33,48,3,5,3,0
R_970mXHW1hY2LZ6S,0,46,14,,5,,1
R_apcJWFv084n83VQ,1,19,24,5,5,2,1
R_4pEsYoeDDKB5O2S,0,32,5,5,5,5,1
R_9D61CSQuW5yDIbP,1,21,6,5,5,,1
R_iUab79n9nwVrsBL,0,49,3,3,5,3,1
R_nEa1V6wuKGM4W0w,1,49,60,3,5,4,1
R_cEMy4eg1ZuBeja0,1,28,15,3,3,3,1
