Response_ID,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,return_next_season_core,factory_recommend_tf_score
R_2Yal3FALKWAAprY,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_1rOE4ysM3aIi9z6,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_yOXmitdMVUAEEHD,Very satisfied,Yes,Don't know,Somewhat good,Yes,1
R_28SQ99kDSpf9rSa,Very satisfied,Yes,Yes,Very good,Yes,1
R_1drU3tx9AGaSvPs,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Yes,1
R_3KPnuB7NoyzZHYJ,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1FLqTXTLNhaBT7y,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Yes,1
R_xcjBN7c2qeGy3NT,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_3fd8NX1wkbHCF2J,Somewhat Satisfied,Don't know,Yes,Somewhat good,Yes,1
R_cAttd50uVpJikw1,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_1k02Bvqzucd0UzC,Somewhat Satisfied,Don't know,Don't know,Somewhat good,Yes,1
R_2QDOfx8DhiTd7c2,Very satisfied,Yes,Yes,Very good,Yes,1
R_2sQQtB4FKSx6MGT,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_1IWSU5arjikF9hX,Somewhat Satisfied,Yes,Yes,Somewhat good,Don't know,0
R_3GjLxsAO9zDdxHz,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3NPdEEOBFBNfNAM,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_1QMAjQH79yL4OZI,Very satisfied,Yes,Yes,Very good,Yes,1
R_1CJE38GbTqM9URw,Very dissatisfied,Yes,Yes,Very good,Yes,1
R_3neeV4VUQ3q560b,Very satisfied,Yes,Yes,Very good,Yes,1
R_2OSwWUNvlXkLzRB,Neither satisfied nor dissatisfied,Yes,Don't know,Neither good or bad,Yes,1
R_3KBjjzQsXR56M2X,Very satisfied,Yes,Yes,Very good,Yes,1
R_3e3JnzagSjF3l4K,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_10JH2APdogIojlv,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Yes,1
R_Uow4yTFtJOgm7Dj,Neither satisfied nor dissatisfied,Refused,Yes,Refused,Don't know,1
R_cOdbofJwKO1VYNr,Very satisfied,Yes,Yes,Very good,Yes,1
R_07CPdvhMpHNyihH,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_10CMa2Fh1KDEkj8,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_ZqslTq6Vg2wTsuR,Neither satisfied nor dissatisfied,Refused,Yes,Neither good or bad,Yes,1
R_b9Pv5gi5pg97bhf,Very satisfied,Yes,Yes,Very good,Yes,1
R_128Sc6Ta5xXtyJn,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_3IWhmtz8fa1mQkD,Very satisfied,Yes,Don't know,Somewhat good,Yes,1
R_1OZgEMPYV1F22X7,Very satisfied,Yes,Yes,Very good,Yes,1
R_QlXbYS3EQjUdXjP,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Yes,1
R_1PY7qqFQ5LZH7TT,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Yes,1
R_UnBgJq5gxYS7tS1,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_3EhOdjcZ8oQCDWV,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_zSI0d3LSSeFmDKh,Somewhat dissatisfied,No,Yes,Neither good or bad,Yes,0
R_2wgj9WyKNFXJhHc,Very satisfied,Yes,Yes,Very good,Yes,1
R_1pmUJ6zhi0893c3,Very satisfied,Yes,Yes,Very good,Yes,1
R_3neMt9LtaaNMGTv,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_3e9w13i5GbMo7hh,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_tS8ZWxCtbjN8L4d,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2t3z58dOD91Hze0,Somewhat Satisfied,Yes,Yes,Neither good or bad,Don't know,1
R_3Gxs7Qs06MTwVdI,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Yes,1
R_3FPeVOmuWzitTa2,Very satisfied,Yes,Yes,Very good,Yes,1
R_vPHBG7NxS7u26GZ,Very satisfied,Yes,Yes,Very good,Yes,1
R_UDXqnD7qZZmmBmV,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Yes,1
R_1pogVLqR8WJIhkx,Very satisfied,Yes,Yes,Very good,Yes,1
R_2wzTHhMpWwlK1Bj,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_w1PLGsQL2owK9fr,Very satisfied,Yes,Yes,Very good,Yes,1
R_1hYnceqFLuDoudm,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_42T8PpOxg8a1c4N,Very satisfied,Yes,Yes,Very good,Yes,1
R_DvqzF9zWDl0Ku5j,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Yes,1
R_3KZNp0uqkhFNsXh,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2t37jWc1Noz0kB9,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Yes,0
R_3kO4qDeOLPYwXOw,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1IRG9SvHHzNWaKl,Very satisfied,Yes,Yes,Very good,Yes,1
R_SHL8BBk7ThJKzPb,Very satisfied,Yes,No,Very good,Yes,1
R_3NPPTywIpgkVOKf,Somewhat Satisfied,No,No,Neither good or bad,Yes,1
R_1o8g2yjuIBtvNzI,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_3oT7Z9ACAedwQbx,Very satisfied,Yes,Don't know,Somewhat good,Yes,1
R_DufWgRFeyUsT6Zb,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_tYyrV5d7MibfJ5f,Somewhat Satisfied,No,Yes,Somewhat good,Yes,1
R_a5z4paIVi4Lcb0R,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_3ESj6ITEY3Av2wZ,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_3RkM0Zmmr8IlUT4,Neither satisfied nor dissatisfied,No,Yes,Somewhat bad,Don't know,0
R_e55ubW7ykb0jXLr,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Yes,1
R_31F2kXkqXg5MF5w,Very satisfied,Yes,Yes,Very good,Yes,1
R_ZBI9ZB4wpf3J8K5,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_1pE806UpDNNBeiU,Very satisfied,Yes,Yes,Very good,Yes,1
R_3MgrHXwpndCanYn,Somewhat Satisfied,Refused,Yes,Somewhat bad,Yes,1
R_3HkmXyH3TYQqHof,Very satisfied,Yes,Yes,Very good,Yes,1
R_2uCeZekpFLtrEsF,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_0cjhSqreahVuCfT,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1lt4YFgguKFbzMr,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_2D8juuHFfzGDrCd,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1pFDOXN116Ho2qs,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Yes,1
R_2rHf4gKMOp1c6IJ,Very satisfied,No,Yes,Somewhat good,Don't know,1
R_2XmuvKfHlPJUKfP,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_2rpehHVZJWFuRYT,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_2dsG8UWnH94Bb30,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Yes,0
R_31jcM0cFDVsdSUS,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_WD0nUMhebX7FHpL,Somewhat Satisfied,Don't know,No,Somewhat good,Yes,1
R_3s50Lz0GuJnBUoJ,Neither satisfied nor dissatisfied,Yes,No,Very good,Yes,1
R_2zGPLgdTtizvgpg,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_6rpj1pGlDa2tb8t,Somewhat Satisfied,Refused,Yes,Somewhat good,Yes,1
R_2ZNzBHmwBSiuoxo,Somewhat Satisfied,Yes,Yes,Somewhat good,Don't know,1
R_3hDOQ0zyyIrlljf,Very satisfied,No,Yes,Neither good or bad,Yes,1
R_Y4RnOQhc2vb8xMZ,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_u9e0Vm4nuYcTM8V,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_3rURTFGEmxsYunv,Very satisfied,Don't know,Yes,Somewhat good,Yes,1
R_24iNFFbZWrWjGZ0,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_27UuySGZrGKf8a1,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_UipZuKy9AgDcGGd,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_31i3LhuPMFkCzjS,Very satisfied,Yes,Yes,Very good,Yes,1
R_2fDP8TBHCsvNm8E,Very satisfied,No,Yes,Somewhat good,Yes,1
R_1Hvv2S53yjyOvnP,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_1gNkMo0lqb880LL,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_3pgS7YBFYif3gHa,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Yes,0
R_1MQUipe7XQnRRfo,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_24164FqwCodZs5x,Very satisfied,Yes,Yes,Very good,Yes,1
R_1gosUvNe9X7GKsH,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3HY0my1tRZ6AW1J,Somewhat Satisfied,Don't know,Yes,Somewhat bad,Yes,0
R_un1q0BBcp9TQf9n,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1gSLm7tEZ83CX0Q,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_Do6DUFaeIH6Q2gF,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_1i2IuEF3PYJOqnA,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_1FyuzAPHHFQ27AI,Very satisfied,Yes,Yes,Somewhat bad,Yes,1
R_3E9DOBDKIIYTtc0,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_2fI46LZ2NcHE633,Somewhat dissatisfied,Don't know,Yes,Somewhat bad,Yes,1
R_2to0EyBaTgD5Suj,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2zu7LxpqbPOhJZw,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_qWPBbsDlRbvgLN7,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_UtfMYJHCGxve8ed,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_UfLe1ejd0u5g6QN,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_264kD6B1sLB3C0G,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_2B4mWr25RERevtS,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_1GBmw26oAQhvykK,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1EgOYctmFBxbQSA,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_28HEqtE6q3n3S3J,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2PicCHoQHUNjKP6,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_SK54FaF2l6CvNjH,Very satisfied,Yes,Yes,Very good,Yes,1
R_11d6id1dLhgLt9m,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1qg1NVZPRbTdbC4,Very satisfied,Yes,Don't know,Very good,Yes,1
R_UX4GE4GLozuUCQ1,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_2WD1gKCJlJkD4af,Somewhat Satisfied,Don't know,No,Neither good or bad,Yes,0
R_3hzOWYD6cXxgY7H,Somewhat Satisfied,No,Yes,Somewhat good,Yes,1
R_25Qw6RBVRuxpAcZ,Very satisfied,Yes,Yes,Very good,Yes,1
R_pSstjCCs6Ag3cOZ,Very satisfied,Don't know,No,Neither good or bad,Yes,1
R_3PNvQT1KuITEcLq,Somewhat Satisfied,Don't know,Yes,Somewhat good,Yes,1
R_qUCO21GOsaWyzPX,Neither satisfied nor dissatisfied,No,No,Somewhat bad,Yes,0
R_3mZ6MKDGqKnizOF,Very satisfied,No,Yes,Somewhat good,Yes,1
R_cApx7nFdRMPBSfL,Somewhat dissatisfied,Yes,Yes,Somewhat good,Yes,1
R_1Le75WYz57ZV5AE,Somewhat dissatisfied,Yes,Don't know,Neither good or bad,Don't know,0
R_3QMMkXsU2LKGvja,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1NmIH8jXljZu9H6,Very satisfied,Yes,Yes,Very good,Yes,1
R_2fg5q5Jct3og2hN,Very satisfied,Don't know,Yes,Very good,Yes,1
R_1FFnIPbRTvLlwZU,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_2TpzQ5A5kCROt6p,Very satisfied,Yes,Yes,Very good,Yes,1
R_2CNX9RDjrZqis3Y,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_2z8TXLx8ngq3dkl,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_3QMcQf63xOlZL8v,Neither satisfied nor dissatisfied,No,No,Somewhat good,Yes,0
R_1duwdc83YLCC1pY,Very satisfied,Yes,Yes,Very good,Yes,1
R_5teF6hxUHPRITOF,Very satisfied,Yes,Yes,Very good,Yes,1
R_2VjMJjsLXqKJMSR,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_232grc3vjmiwn21,Very satisfied,Yes,Yes,Very good,Yes,1
R_eS6I6rYAnRo0s9P,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_ThIFZE2GfB67Ja9,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_xsA8cXN8HyTJQgV,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Yes,1
R_2S3xgjojGVht8Gl,Very satisfied,Yes,Yes,Very good,Yes,1
R_1kNB3Ae5iduqgmP,Very satisfied,Yes,Yes,Very good,Yes,1
R_3HUJ6lPxlqSliqo,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_1n1G13M6mBmsU7A,Very satisfied,No,Yes,Very good,Yes,1
R_3oHodOLfj4Lt0LS,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_1Q6KSmUCZD2PU0k,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Don't know,1
R_3HIgmCtPAOBGxMt,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_25AWohOT4y72By9,Very satisfied,Yes,Yes,Very good,Yes,1
R_3estdj93pgAUCQX,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1rAHcAM8AXs1Ljl,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_1E4ZcrddG8QYX10,Very satisfied,Yes,No,Somewhat good,Yes,1
R_3qma12fxHq0Cybs,Very satisfied,Yes,No,Somewhat good,Yes,1
R_vv72ae06ZxZF5YJ,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_eD8mIxlDnC1C2xb,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Don't know,1
R_2v1FkpEsLsRoOWU,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2rAsD2ktR1bt2Cv,Very satisfied,Yes,Yes,Very good,Yes,1
R_2COk5wHKZMytHxS,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_Zl5Vm9nl0rz1Zdf,Very satisfied,Yes,Yes,Very good,Yes,1
R_beZGHWtYh0OyTGp,Somewhat Satisfied,No,No,Neither good or bad,Yes,1
R_1Ntv1bD7qts1uDA,Very satisfied,Yes,Don't know,Very good,Yes,1
R_3w5UdwEPYR5Kp1f,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_uayuUhiy21iEcx3,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_2pQu0e0mk0VT6OH,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_1jdr3yduVStEEW7,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_3dLjGw64a1gPmZn,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_3kpkBUJTK8Jdzdl,Very satisfied,Refused,No,Somewhat good,Yes,1
R_2cBj7mErjviXoUQ,Very satisfied,Yes,No,Very good,Yes,1
R_3Ptv0XUfFKCxIvg,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_1i9YdpNBLSUsldp,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_2CdNNoiszBerGqQ,Very satisfied,Yes,No,Somewhat good,Yes,1
R_2YWDSQiKtI24A7k,Somewhat Satisfied,Yes,No,Somewhat bad,Yes,1
R_ykeoD8CkUClpvBT,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_XHW2y91W8r5V8BP,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_1gUyByYhmUNFMmF,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_1o4OuSopQHqWrJD,Very satisfied,Yes,No,Very good,Yes,1
R_2qmaq3GprQToitu,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,0
R_24w7p08GVaTETfd,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_1f75YW6M1aF8njz,Very satisfied,Yes,Yes,Very good,Yes,1
R_1oImGZ2UDewGzzK,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_2fkzzBdEgtPYubr,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3hhdNTykoViKsxo,Somewhat Satisfied,Don't know,Yes,Somewhat good,Yes,1
R_Y3N8jVQ0m0kXzoJ,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_1dE0PQzBStcIiNU,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_dbxDEIVy4ZaFMsN,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_3oMc8AeZWVPlCed,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_248lZt61BoO5mG3,Somewhat Satisfied,Yes,No,Very good,Yes,1
R_3sgFDjyLQOqes6c,Very satisfied,Yes,No,Very good,Yes,1
R_324TvcEQn5eCyxz,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_1FmKX7n8YNf8kCH,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1dKvfBbvXQsiRG5,Very satisfied,Yes,Yes,Very good,Yes,1
R_3G1lJAdjmTZxYn7,Very satisfied,Yes,Yes,Very good,Yes,1
R_2v1FsfLKdvgyL9u,Somewhat Satisfied,Don't know,Yes,Somewhat bad,Yes,1
R_2bN73Dej7m6Erll,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_29tYDpLLUJXax4w,Very satisfied,Yes,Yes,Very good,Yes,1
R_3rIdm8BwvSn2OI4,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_2CQdDD8GExn0Vyh,Very satisfied,Yes,No,Somewhat good,Yes,1
R_SWauNGS71Q32OWZ,Very satisfied,Yes,No,Somewhat good,Yes,1
R_cwJks6D3w2XCzh7,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_3kFhFdhx3n718fN,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_3FW3bVKlCJpOjYA,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_3lFHPMLkS9vRcxL,Neither satisfied nor dissatisfied,No,No,Neither good or bad,No,0
R_2y1rHmxOMPXNqNo,Somewhat dissatisfied,Yes,Yes,Neither good or bad,No,1
R_2e41K4yeLeRSDYw,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1nOXlo32OyPv1g4,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_2400DWSi5xkZiS8,Very satisfied,Yes,No,Very good,Yes,1
R_2QPvZa305SRd7mS,Very satisfied,Yes,Yes,Very good,Yes,1
R_3CZeN1c397zTM5r,Somewhat Satisfied,Don't know,No,Neither good or bad,Yes,1
R_3O82yzbqGA0Pbdi,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_VISNtqhVgzK1p8B,Very satisfied,Yes,Yes,Very good,Yes,1
R_26vup4CmFCYkJ0t,Very satisfied,Yes,No,Very good,Yes,1
R_1LIIbz25Ezem4Im,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_10GbXMtc3a8KkEr,Very satisfied,Yes,No,Very good,Yes,1
R_1g6gii40JFIOncU,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_3MPX8HyAWUMF3Vk,Very satisfied,Yes,No,Very good,Yes,1
R_3MArxaQ51pcpl7l,Very satisfied,Yes,No,Very good,Yes,1
R_1LoZOHaU9hcHguP,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_10IyurRuTGZpeZk,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3luhdesHeCAqwFW,Somewhat Satisfied,Yes,Yes,Neither good or bad,No,1
R_R9ruLHgGQGFV3od,Somewhat Satisfied,Yes,No,Very good,Yes,1
R_33wH8LykavlRxew,Very satisfied,Yes,No,Neither good or bad,Yes,0
R_2rPijPFDOTwsnQI,Very satisfied,Yes,No,Neither good or bad,No,1
R_DDaz3QKFKnQhRMB,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_30uhuhicP3Iqo9D,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_1DVd2hcRiKQGayL,Very satisfied,Yes,No,Very good,Yes,1
R_1JQLVtiOLPz9UJW,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_2uICGRcssI7CtwX,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_4OP8BYJHmtPBDLb,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_2R1BW4dqA8mU87V,Somewhat Satisfied,Yes,No,Neither good or bad,Don't know,1
R_CmhypliJFu2bApb,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_SPeZK3PKGzrSxnX,Neither satisfied nor dissatisfied,No,No,Somewhat bad,No,1
R_3LeZjcpHECUEqFr,Very satisfied,Yes,No,Very good,Yes,1
R_1QKOrANR9sd6SzC,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_21BY5UsxZgkEt4Z,Somewhat dissatisfied,Yes,No,Very good,Yes,1
R_3sBL5XMizVEaSrd,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_5BH0wBujLqarVfz,Very satisfied,Yes,No,Somewhat good,Yes,1
R_1DM9dQoKIc6dO27,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_1rIeNeAtVPsBhvu,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_27VxdXfZYSRkOBq,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3fcmW5LVoNBj3b6,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_SZdiyRlwkWdPuNz,Very satisfied,Yes,No,Very good,Yes,1
R_5nGz4WboqKeXUbv,Very satisfied,Yes,Yes,Very good,Yes,1
R_RF7iDUAOc7FThlv,Somewhat Satisfied,No,Yes,Neither good or bad,Yes,1
R_3r0dN7vcKOY9wGC,Very satisfied,Yes,Yes,Very good,Yes,1
R_2w4tlGm2ZM0Jv9o,Very satisfied,Yes,No,Very good,Don't know,1
R_2Pdn7cJTjI9WdL8,Very satisfied,Don't know,Yes,Somewhat good,Yes,1
R_3fqII5MkLREh6Po,Somewhat Satisfied,Yes,No,Somewhat good,Don't know,1
R_1gNQNjqjfuEPcD4,Very satisfied,Yes,Yes,Very good,Yes,1
R_1dg02pjJyOlfIrY,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_2CON0OnVgjQuvXG,Very satisfied,Yes,Yes,Very good,Yes,1
R_ahfe4DDXJUgBW81,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_11WLoZB2UbcBYSZ,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_2pWVeY5BOXWoDw0,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_0pTZXVLmXjKrY4x,Very satisfied,Yes,Yes,Very good,Yes,1
R_1OCVmuXxmkT5Qzk,Very satisfied,Yes,No,Very good,Yes,1
R_cHehMEg5N4oij85,Very satisfied,Yes,No,Very good,Yes,1
R_2VRbY64TH248ean,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2tliKTybMnpM4Zc,Very satisfied,Yes,Yes,Very good,Yes,1
R_1LX4sxnmKRJ3QgF,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_24rfSktnLEqDf8g,Very satisfied,Yes,No,Somewhat good,Yes,1
R_qIbkoRHWyBO8eXL,Very satisfied,Yes,Yes,Very good,Yes,1
R_Wfywfqlhx7eL0d3,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,0
R_tXkILZ0KU53FNCN,Very satisfied,Yes,No,Very good,Yes,1
R_3gYrGUb3BYEkLnQ,Very satisfied,Yes,No,Very good,Yes,1
R_2Bm8HFXXUDoibF9,Somewhat Satisfied,Don't know,Yes,Somewhat good,Yes,1
R_2428iWqDHNdNXGa,Very satisfied,Yes,No,Very good,Yes,1
R_25GjLSKs2mrJcC5,Very satisfied,Yes,Yes,Very good,Yes,1
R_2cnNGnd5NTnpF9v,Somewhat Satisfied,No,No,Neither good or bad,Yes,1
R_1d13NDwJmRnybW5,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3p6bpGslbrxoJhc,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_1MLk6KWWjJ74LcQ,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_3G1cmVKn1FHmji0,Very satisfied,Yes,Yes,Very good,Yes,1
R_2nuuugKGeQ64pnX,Somewhat Satisfied,Yes,Yes,Somewhat good,Don't know,1
R_27dFxnXZUiehsBo,Very satisfied,No,Yes,Very good,Yes,1
R_1CliNrDJYeblx6Z,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_32W3pw9wYJ7KUSl,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Yes,1
R_3Qma1zH6jYqNHLb,Very satisfied,Yes,No,Very good,Don't know,1
R_32Wu8z3sxYSH5jZ,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,0
R_sRvrewQkmqFWl4B,Very satisfied,Yes,No,Very good,Yes,1
R_1H8iXHOpgKoWxuo,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Don't know,1
R_UstvYKEbVIvnUBz,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_2WMWxFUCuEtDHJO,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_3gNGDzBS6JHNjY0,Refused,Yes,No,Neither good or bad,Don't know,1
R_3e3onO0dOxDSgCr,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_poas1KWBVffj8pb,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_2TpWm5MaMeC0wKB,Very satisfied,Yes,Yes,Somewhat bad,Yes,1
R_10D7AhWCmX7cRLb,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
