Response_ID,gender_core,age_core,education_level_core,worker_type_core,understand_contract,entity_tenure_total_months,safety_core,accident_last_year,covid_safety_measures_core,pressure_to_work_core
R_ca49rP2fbFDimKF,Man,25,Middle School,Permanent,Yes,108,Agree nor disagree,No,Strongly Agree,Agree nor disagree
R_ggfZPdyHpMgycYk,Woman,43,No school,Permanent,Yes,2,Strongly agree,No,Strongly Agree,Strongly disagree
R_49kyWWUw9Pv92g8,Woman,22,Middle School,Permanent,Yes,24,Strongly agree,No,Strongly Agree,Strongly disagree
R_0ftHVC4Nx0Ml6yu,Woman,19,Middle School,Seasonal OR temporary,Yes,9,Strongly agree,No,Strongly Agree,Strongly disagree
R_8Q1RlEP3a4kN85q,Man,27,Middle School,Seasonal OR temporary,Yes,5,Strongly agree,No,Strongly Agree,Strongly disagree
R_od85tTANifge3vf,Woman,28,High School,Permanent,Yes,10,Somewhat agree,No,Somewhat disagree,Strongly agree
R_f2KDiW2MEATUdwr,Woman,24,High School,Permanent,Yes,12,Strongly agree,No,Strongly Agree,Strongly disagree
R_fd6zyMR3KqvwxNz,Woman,30,Elementary School,Permanent,Yes,11,Strongly agree,No,Strongly Agree,Strongly disagree
R_erRhQ20kqQ7wicn,Woman,19,High School,Permanent,Yes,9,Strongly agree,No,Strongly Agree,Strongly disagree
R_9b531ARyi0IUSHN,Woman,39,Middle School,Permanent,Yes,13,Strongly agree,No,Agree nor disagree,Strongly disagree
R_op4rHu1tpw3OEDt,Woman,19,High School,Permanent,Yes,8,Strongly agree,No,Strongly Agree,Strongly disagree
R_jRwlKnJiUJI42Sc,Woman,34,Elementary School,Permanent,Yes,109,Strongly agree,No,Strongly Agree,Strongly disagree
R_jAGr3IKPXZwelIA,Woman,25,High School,Permanent,Yes,12,Strongly agree,No,Strongly Agree,Strongly disagree
R_1CiSnwKf8LsTtN2,Woman,29,Middle School,Permanent,Yes,24,Strongly agree,No,Strongly Agree,Strongly disagree
R_g6HJjJoKFdF8d2u,Woman,37,Middle School,Permanent,Yes,4,Strongly agree,No,Strongly Agree,Strongly disagree
R_2lXm0fuPhfhqdqB,Woman,39,Elementary School,Permanent,Yes,17,Strongly agree,No,Strongly Agree,Strongly disagree
R_iBYbWXPdRaKV4mF,Woman,51,Middle School,Permanent,Yes,204,Strongly agree,No,Strongly Agree,Strongly disagree
R_4cd3h0P0oStafHq,Woman,43,Middle School,Permanent,Yes,11,Strongly agree,No,Strongly Agree,Strongly disagree
R_iuOuTYsLrijn6BK,Woman,39,No school,Permanent,Yes,84,Agree nor disagree,No,Somewhat disagree,Somewhat agree
R_3cdzqMO60AooFum,Woman,23,Middle School,Permanent,Yes,11,Strongly agree,No,Strongly Agree,Strongly disagree
R_gV5v7jjJwzV1fsC,Woman,31,Middle School,Permanent,Yes,1,Strongly agree,No,Strongly Agree,Strongly disagree
R_lJVSSj9RY0c2ANC,Woman,37,Middle School,Permanent,Yes,35,Strongly disagree,Yes,Strongly Agree,Somewhat agree
R_ocrfRK726f41Y8r,Woman,48,Elementary School,Permanent,Yes,161,Strongly agree,No,Strongly Agree,Somewhat disagree
R_ayO0RTpT1wPZAJi,Man,23,High School,Permanent,Yes,14,Strongly disagree,Yes,Strongly disagree,Strongly agree
R_37Jn0NWtIx891Z3,Woman,27,Elementary School,Permanent,Yes,39,Strongly agree,No,Strongly Agree,Strongly disagree
R_jraJR89kUtXENiO,Man,25,Middle School,Permanent,Yes,14,Strongly agree,No,Strongly Agree,Strongly disagree
R_9s4W3iuYSD7KXqR,Man,20,Middle School,Permanent,Yes,18,Strongly agree,No,Strongly Agree,Strongly disagree
R_ocwzvCEkhJlobqq,Man,21,Middle School,Permanent,Yes,2,Somewhat agree,No,Strongly Agree,Strongly agree
R_5mOgZ9gRMrcVlnA,Woman,21,Middle School,Permanent,Yes,1,Strongly agree,No,Strongly Agree,Agree nor disagree
R_daf8Wid3lQ56TyO,Woman,21,Elementary School,Permanent,No,5,Somewhat agree,No,Strongly Agree,Somewhat disagree
R_fQkm8oknCiSGZkh,Man,19,Middle School,Permanent,Yes,2,Somewhat agree,No,Strongly Agree,Somewhat agree
R_hHomCg8ZVae8xAu,Woman,41,No school,Permanent,Yes,1,Strongly agree,No,Strongly Agree,Strongly disagree
R_mfXpBbi8AYKTarU,Woman,38,High School,Permanent,Yes,6,Strongly agree,No,Strongly Agree,Somewhat disagree
R_6KEVEHyA1l14n6v,Man,25,Elementary School,Permanent,Yes,60,Agree nor disagree,No,Strongly Agree,Somewhat disagree
R_knvkteAcOcfyyp3,Man,19,Middle School,Permanent,Don't know,13,Somewhat agree,No,Strongly Agree,Somewhat disagree
R_3TmO0LoA4jJLk45,Man,36,Middle School,Permanent,Yes,84,Agree nor disagree,No,Somewhat agree,Strongly disagree
R_0yHgnYXAmYoyUwQ,Woman,40,Middle School,Permanent,Yes,36,Strongly agree,No,Strongly Agree,Strongly disagree
R_bsgiLebJpWn8hYq,Woman,24,Middle School,Permanent,Yes,7,Somewhat agree,No,Somewhat agree,Somewhat disagree
R_7Jz3RLy51D2cdsJ,Man,44,Middle School,Seasonal OR temporary,Yes,252,Somewhat agree,No,Strongly Agree,Strongly disagree
R_mDh7lFMkzyzOWZC,Woman,42,Middle School,Permanent,Yes,156,Agree nor disagree,No,Somewhat agree,Strongly disagree
R_ac8EvlgASCDTNBq,Woman,25,Elementary School,Permanent,Don't know,8,Somewhat disagree,No,Strongly Agree,Strongly disagree
R_bSdutQwI7QhIvo8,Man,30,Elementary School,Permanent,No,9,Strongly disagree,No,Somewhat agree,Somewhat agree
R_hR1cJUK3pDrTryp,Man,22,High School,Seasonal OR temporary,Yes,0,Somewhat agree,No,Strongly Agree,Strongly disagree
R_lIxfRCX3mfEh6lT,Woman,27,High School,Permanent,Yes,24,Strongly agree,No,Strongly Agree,Strongly disagree
R_1uVmAZoyp6AdO3T,Woman,46,Middle School,Permanent,Yes,12,Strongly agree,No,Strongly Agree,Strongly disagree
R_2JoV809PBYsYn8w,Woman,41,Middle School,Permanent,Yes,20,Strongly agree,No,Strongly Agree,Strongly disagree
R_k7EfNAEXF0p4RC5,Woman,50,No school,Permanent,Yes,221,Strongly agree,No,Strongly Agree,Strongly disagree
R_3XlgXXCxBVDDLpZ,Woman,37,High School,Permanent,Yes,12,Strongly agree,No,Strongly Agree,Strongly disagree
R_hsnxNJ50BrqhL93,Woman,30,Middle School,Permanent,Yes,67,Strongly agree,No,Strongly Agree,Strongly disagree
R_mb5Hy8EBnGLBkqi,Woman,28,Middle School,Permanent,Yes,144,Strongly agree,No,Strongly Agree,Strongly disagree
R_o20Qqsqh5FwYApN,Woman,24,Middle School,Permanent,Yes,18,Strongly agree,No,Strongly Agree,Strongly disagree
R_0htEXWgtDdCzpsT,Woman,21,Middle School,Permanent,Yes,12,Strongly agree,Yes,Strongly Agree,Strongly disagree
R_2NHeHDlQwgLsQXc,Man,21,High School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Strongly disagree
R_7A930ylQV0E8nIa,Woman,18,Middle School,Seasonal OR temporary,Yes,5,Strongly agree,No,Strongly Agree,Strongly disagree
R_iBoC6IJRaTA06rh,Woman,30,Middle School,Permanent,Yes,6,Strongly agree,No,Strongly Agree,Strongly disagree
R_fwG5NV1vdUkTsAF,Woman,29,High School,Permanent,Yes,2,Strongly agree,No,Strongly Agree,Strongly disagree
R_dLumoHSOT8FRXa7,Woman,23,Middle School,Permanent,Yes,90,Somewhat agree,No,Somewhat agree,Strongly disagree
R_jcpIERG9loYirKw,Man,23,High School,Permanent,Yes,12,Strongly agree,No,Strongly Agree,Strongly disagree
R_n5XDeZlOrALONFq,Woman,32,Middle School,Permanent,Yes,42,Strongly agree,No,Strongly Agree,Strongly disagree
R_aGXmZ5GxRRBI8TT,Woman,45,Middle School,Permanent,Yes,2,Strongly agree,No,Somewhat agree,Strongly disagree
R_5mWMr42kDSUIF64,Woman,22,High School,Seasonal OR temporary,Yes,11,Strongly agree,No,Strongly Agree,Strongly disagree
R_5Mewh60l6jmPjIN,Woman,22,Middle School,Permanent,Yes,19,Somewhat agree,No,Strongly Agree,Strongly disagree
R_bjUSdyRx7ip4fby,Woman,34,Middle School,Permanent,Yes,36,Strongly agree,No,Strongly Agree,Strongly disagree
R_cEPKVDBxd2Ntesd,Woman,45,Middle School,Permanent,Yes,48,Strongly agree,No,Strongly Agree,Strongly disagree
R_hrSIc9FdicdN9r8,Woman,20,High School,Seasonal OR temporary,Yes,1,Strongly agree,No,Strongly Agree,Strongly disagree
R_0ftYY1YAshMnfkK,Woman,22,High School,Permanent,Yes,12,Strongly agree,No,Strongly Agree,Strongly disagree
R_bQmutrvuZy3v4q2,Woman,29,Middle School,Permanent,Yes,27,Strongly agree,No,Strongly Agree,Strongly disagree
R_2I2txJ4y79Q5q2N,Woman,42,No school,Permanent,Yes,264,Strongly agree,No,Somewhat agree,Strongly disagree
R_6pZOjWkY4VQpbfu,Woman,20,Middle School,Permanent,Yes,1,Strongly agree,No,Strongly Agree,Strongly disagree
R_47xLIgSn5GmQjYg,Woman,45,Middle School,Permanent,Yes,45,Strongly agree,No,Strongly Agree,Strongly disagree
R_cjWrrHQsmj3t159,Woman,47,Elementary School,Permanent,Yes,72,Strongly agree,No,Strongly Agree,Strongly disagree
R_6z9m1WTgUf1FdCD,Woman,24,Middle School,Permanent,Yes,19,Strongly agree,No,Strongly Agree,Strongly disagree
R_eiVU4jOGsJ6fP8Q,Man,28,College degree or higher,Permanent,Yes,4,Somewhat agree,No,Strongly Agree,Strongly disagree
R_ePCNLDHgIQ1MuuV,Woman,44,Middle School,Permanent,Yes,6,Strongly agree,Yes,Strongly Agree,Strongly disagree
R_3vBd3UTdmBo1xFw,Man,49,Elementary School,Permanent,Yes,312,Strongly agree,No,Strongly Agree,Somewhat agree
R_o34Z0BIfdHaVUBD,Man,36,Middle School,Permanent,Yes,96,Somewhat agree,No,Somewhat agree,Somewhat disagree
R_7iHl9WErJc1DDci,Man,53,Middle School,Permanent,Yes,300,Somewhat agree,No,Somewhat disagree,Strongly disagree
R_8BX1Vkuna2oc52i,Man,29,High School,Permanent,Yes,60,Strongly agree,No,Strongly Agree,Strongly disagree
R_bThsxExpfVtpYGt,Man,24,Middle School,Permanent,Yes,1,Somewhat disagree,No,Somewhat disagree,Strongly disagree
R_oqUNHrAAcZqS8XU,Man,48,Middle School,Permanent,Yes,300,Strongly agree,No,Strongly Agree,Strongly disagree
R_dBePxhcXJQyPNYw,Man,47,Middle School,Permanent,Yes,144,Strongly agree,No,Strongly Agree,Strongly disagree
R_gNwcIdKFFvNtuSj,Man,19,High School,Permanent,Yes,11,Strongly agree,No,Somewhat agree,Strongly disagree
R_mgl73ck9grVmJtp,Man,39,Elementary School,Permanent,Yes,36,Strongly agree,No,Strongly Agree,Strongly disagree
R_33Jt2waRJMWepW2,Woman,36,Middle School,Seasonal OR temporary,No,5,Somewhat disagree,No,Somewhat agree,Strongly disagree
R_9GYJwGdAWhJooBc,Woman,43,Middle School,Permanent,Don't know,60,Somewhat agree,No,Strongly Agree,Strongly disagree
R_1IbYOxXRPfkWdGo,Man,42,Middle School,Permanent,Yes,312,Strongly disagree,No,Strongly Agree,Somewhat agree
R_2cvj3tlanwnhk7n,Woman,23,High School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly disagree,Somewhat agree
R_6qVabyHrsFnw6kY,Man,22,High School,Seasonal OR temporary,Yes,1,Strongly agree,No,Strongly Agree,Strongly disagree
R_chWjeYSa26KBzW2,Woman,25,Middle School,Seasonal OR temporary,Yes,36,Agree nor disagree,No,Somewhat disagree,Strongly agree
R_fgq8xkOnVL8KJIx,Man,30,Elementary School,Permanent,Yes,24,Somewhat agree,Yes,Somewhat agree,Somewhat disagree
R_a2d585yzcYQk8e9,Man,44,Middle School,Permanent,Yes,48,Strongly agree,No,Strongly Agree,Strongly disagree
R_o5rZNsccaFm9K3k,Woman,39,Elementary School,Permanent,Don't know,108,Strongly agree,No,Strongly Agree,Strongly disagree
R_1UCxL7Vc4rSdccn,Man,19,Elementary School,Permanent,Yes,12,Somewhat agree,No,Somewhat disagree,Strongly disagree
R_5XM62XN8JRia4c0,Woman,40,Elementary School,Permanent,Yes,264,Somewhat agree,No,Strongly Agree,Strongly disagree
R_23TuPM46FBfN7RR,Woman,45,Elementary School,Seasonal OR temporary,No,4,Somewhat agree,Yes,Agree nor disagree,Somewhat agree
R_57pnZ6cellN88xs,Woman,24,High School,Seasonal OR temporary,Yes,4,Strongly agree,No,Strongly Agree,Strongly agree
R_7V9VCr4zF7nJSG3,Woman,20,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,Yes,Strongly Agree,Refused
R_0B81T8V6DoWjug1,Woman,25,Middle School,Seasonal OR temporary,Yes,1,Strongly agree,No,Strongly Agree,Strongly agree
R_bQKnG7Y5asnWfKC,Woman,26,Middle School,Seasonal OR temporary,Yes,15,Strongly agree,No,Strongly Agree,Refused
R_flmGFKI5CqCcF88,Woman,31,Middle School,Seasonal OR temporary,Yes,1,Strongly agree,No,Strongly Agree,Refused
R_1yOfK2ZiuypSavL,Woman,20,Middle School,Seasonal OR temporary,Yes,2,Strongly agree,No,Strongly Agree,Refused
R_4EsdFoFFcIFUlE2,Woman,22,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Refused
R_6NUEmveM613eLPj,Woman,20,Elementary School,Seasonal OR temporary,Yes,24,Strongly agree,No,Refused,Strongly agree
R_5SgAW2LYGJrs0UB,Woman,25,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Strongly agree
R_kUyaHjOz1R89I19,Woman,19,High School,Seasonal OR temporary,Yes,3,Strongly agree,No,Refused,Refused
R_g0FcszwtA6Wjwdc,Woman,45,No school,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Strongly agree
R_hbVeBOH47vX6yqI,Woman,18,No school,Seasonal OR temporary,Yes,5,Strongly agree,No,Strongly Agree,Strongly agree
R_k9sLMm1djFdTYKq,Woman,25,High School,Seasonal OR temporary,Yes,48,Strongly agree,Yes,Strongly Agree,Strongly agree
R_7BzXIvrqaGn42CX,Woman,35,No school,Seasonal OR temporary,Yes,1,Strongly agree,No,Refused,Refused
R_ipOn2AycqdALk03,Woman,19,High School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Strongly agree
R_eDeqqazb6q5qkn6,Woman,33,Elementary School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Strongly agree
R_nkSUcHtLz4mtdj8,Woman,45,No school,Seasonal OR temporary,Yes,2,Strongly agree,No,Strongly Agree,Strongly agree
R_8LAeIVudGTU6uod,Woman,25,Elementary School,Seasonal OR temporary,Yes,3,Strongly agree,Yes,Strongly Agree,Strongly agree
R_hhAkEx79kGROuEM,Woman,25,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Strongly agree
R_hD0ul8nq0oYQmT0,Woman,35,No school,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Strongly agree
R_kwEeAXcSA3BEelG,Woman,22,Middle School,Seasonal OR temporary,Yes,2,Strongly agree,No,Strongly Agree,Refused
R_bIGw72kPfIX4Bw0,Woman,33,Elementary School,Seasonal OR temporary,Yes,1,Strongly agree,No,Strongly Agree,Strongly agree
R_5GNRfYQP7SHfRBg,Woman,26,Middle School,Seasonal OR temporary,Yes,2,Strongly agree,No,Strongly Agree,Strongly agree
R_0w9EBGgie27jsB0,Woman,30,Elementary School,Seasonal OR temporary,Yes,2,Strongly agree,Yes,Strongly Agree,Strongly agree
R_lY3UjicwyHMlHUy,Woman,24,Middle School,Seasonal OR temporary,Yes,2,Strongly agree,No,Strongly Agree,Strongly agree
R_ipq7CNy7mWNVdVt,Woman,33,Elementary School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Strongly agree
R_1nUJ2owzoyNArfJ,Woman,28,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Strongly agree
R_mTpzLE1wFbXgfXN,Woman,38,No school,Seasonal OR temporary,Yes,2,Strongly agree,No,Strongly Agree,Strongly agree
R_6fJrSQpR7MXLcxS,Woman,27,Elementary School,Seasonal OR temporary,Yes,1,Strongly agree,No,Strongly Agree,Strongly agree
R_bBlsRsaRHdilRji,Woman,20,High School,Seasonal OR temporary,Yes,3,Strongly agree,Yes,Strongly Agree,Strongly agree
R_07uYuyLAcMIQiYt,Woman,19,Middle School,Seasonal OR temporary,Yes,1,Strongly agree,No,Strongly Agree,Refused
R_1N3RDAm7hKZFy7s,Woman,17,Middle School,Seasonal OR temporary,Yes,1,Strongly agree,No,Strongly Agree,Refused
R_441uxzluOvsxcPc,Man,23,Elementary School,Seasonal OR temporary,Yes,3,Strongly agree,No,Somewhat disagree,Refused
R_iNagmVHlb542Ko9,Man,26,No school,Seasonal OR temporary,Yes,1,Strongly agree,No,Strongly Agree,Refused
R_hR9lblBo9KsbPox,Woman,19,Elementary School,Seasonal OR temporary,Yes,36,Somewhat agree,No,Refused,Refused
R_eLZccFX1CVkV0mm,Woman,24,Middle School,Seasonal OR temporary,Yes,5,Strongly agree,No,Somewhat agree,Strongly disagree
R_5WqKOH9gk33KDSV,Woman,30,No school,Seasonal OR temporary,Yes,1,Strongly agree,No,Somewhat agree,Somewhat agree
R_dA0mccAnebELq89,Woman,26,Elementary School,Seasonal OR temporary,Yes,3,Strongly agree,No,Agree nor disagree,Refused
R_mUD2BCsmiPqN57f,Woman,22,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,No,Somewhat agree,Refused
R_27fTIotbJAX8ZnC,Woman,24,Elementary School,Seasonal OR temporary,Yes,2,Strongly agree,No,Somewhat agree,Somewhat agree
R_6s1FONcbt75hpjC,Woman,23,Elementary School,Seasonal OR temporary,Yes,1,Strongly agree,No,Refused,Refused
R_evpQrsKmhzo8LS7,Woman,27,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,No,Refused,Refused
R_3NeXV5zt9tlRruG,Woman,23,Elementary School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Refused
R_2yJAEcm3Jmoowvk,Woman,22,No school,Seasonal OR temporary,Yes,2,Strongly agree,No,Refused,Refused
R_gSxGOaEsikgVHfz,Woman,25,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,No,Refused,Refused
R_cibpcyE3EoutUZm,Woman,24,Middle School,Seasonal OR temporary,Yes,2,Strongly agree,No,Refused,Refused
R_kqeiltynEZN0ufR,Woman,28,Elementary School,Seasonal OR temporary,Yes,3,Strongly agree,No,Refused,Refused
R_fHsmLybytm6BAgp,Man,28,High School,Permanent,Yes,3,Strongly agree,No,Strongly Agree,Refused
R_jzeRNtE14EHJk7R,Man,28,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,No,Refused,Refused
R_7BtmqyAlk4Ya1Ku,Man,23,Middle School,Seasonal OR temporary,Yes,4,Strongly agree,No,Strongly Agree,Refused
R_hsU6AxR411sjene,Man,30,Elementary School,Seasonal OR temporary,Yes,4,Strongly agree,No,Refused,Refused
R_8IpNOHOFI0FbSHu,Man,22,Middle School,Seasonal OR temporary,Yes,4,Strongly agree,No,Strongly Agree,Refused
R_bnGr4xRSsyRXtki,Man,26,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Refused
R_f4ZvjBuXhQbLqmZ,Man,22,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Refused
R_5EXvt1J0iMLWIw9,Man,23,Middle School,Permanent,Yes,3,Strongly agree,No,Strongly Agree,Refused
R_8ppkkkSp7e2bGVC,Man,24,Middle School,Seasonal OR temporary,Yes,2,Strongly agree,No,Refused,Refused
R_ntBtEFQhFDtRUIQ,Man,25,Middle School,Seasonal OR temporary,Yes,3,Strongly agree,No,Strongly Agree,Refused
R_cRThZOW4NdvVNpC,Man,28,High School,Seasonal OR temporary,Yes,4,Strongly agree,No,Strongly Agree,Refused
R_551gkXKNz2tcbe3,Man,25,Middle School,Seasonal OR temporary,Yes,4,Strongly agree,No,Strongly Agree,Refused
R_5Mn1Bu0ZyCq0zOv,Woman,21,Elementary School,Seasonal OR temporary,Yes,36,Agree nor disagree,No,Strongly disagree,Agree nor disagree
R_jBrPsyAKCzmkKCo,Woman,34,No school,Seasonal OR temporary,Yes,48,Somewhat agree,No,Agree nor disagree,Agree nor disagree
R_0tGYms3IOFdGiqV,Woman,18,Middle School,Seasonal OR temporary,Yes,24,Agree nor disagree,No,Agree nor disagree,Somewhat agree
R_kDVasQ5Ksu24p7H,Woman,24,High School,Seasonal OR temporary,Yes,24,Agree nor disagree,No,Agree nor disagree,Agree nor disagree
R_9oulDBGB9UelcPi,Woman,22,Middle School,Seasonal OR temporary,Refused,36,Somewhat agree,No,Somewhat disagree,Agree nor disagree
R_2J7rHmFcftAmlPJ,Man,19,Elementary School,Seasonal OR temporary,Refused,48,Agree nor disagree,No,Agree nor disagree,Agree nor disagree
R_g6cDdNEznzDH940,Man,18,High School,Seasonal OR temporary,Yes,12,Refused,No,Agree nor disagree,Agree nor disagree
R_aWTEPvR1y3iwUEk,Man,44,Elementary School,Seasonal OR temporary,Yes,36,Somewhat agree,No,Agree nor disagree,Strongly agree
R_aGR9FEvVtszFwJX,Man,21,Middle School,Seasonal OR temporary,Yes,24,Agree nor disagree,No,Agree nor disagree,Agree nor disagree
R_odtKMac05ClinMf,Man,18,Elementary School,Seasonal OR temporary,Yes,24,Agree nor disagree,No,Agree nor disagree,Agree nor disagree
R_fPZjA6jdm0yiuqD,Woman,19,Middle School,Seasonal OR temporary,Yes,24,Somewhat agree,No,Agree nor disagree,Somewhat disagree
R_l0UsEjjXiJeTW8q,Woman,23,High School,Seasonal OR temporary,Yes,24,Refused,No,Agree nor disagree,Agree nor disagree
R_hgeP2xLaiy6o5rq,Woman,32,Elementary School,Seasonal OR temporary,Refused,36,Agree nor disagree,No,Agree nor disagree,Agree nor disagree
R_fGflD2eKu9lEu8v,Man,18,Middle School,Seasonal OR temporary,Yes,0,Agree nor disagree,No,Agree nor disagree,Agree nor disagree
R_eXeA990fox76s3T,Man,35,Elementary School,Seasonal OR temporary,Yes,12,Somewhat agree,No,Agree nor disagree,Agree nor disagree
R_1SRjsJRseX5XuBm,Man,21,Elementary School,Seasonal OR temporary,Yes,24,Agree nor disagree,No,Agree nor disagree,Agree nor disagree
R_8NeXF9m7THlmgFK,Man,45,Elementary School,Seasonal OR temporary,Yes,36,Somewhat agree,Yes,Agree nor disagree,Agree nor disagree
R_epzuWpqbQ6jdsmQ,Man,19,High School,Seasonal OR temporary,Yes,12,Agree nor disagree,No,Agree nor disagree,Agree nor disagree
R_m6UDbwKa5dOHcCI,Man,37,Middle School,Seasonal OR temporary,Yes,24,Agree nor disagree,No,Somewhat agree,Agree nor disagree
R_jxaYhoZ64GBL4lk,Man,27,Elementary School,Seasonal OR temporary,Yes,12,Agree nor disagree,No,Agree nor disagree,Agree nor disagree
R_4Mr7Nrm5fLrS1rh,Woman,19,Elementary School,Seasonal OR temporary,Yes,12,Agree nor disagree,No,Agree nor disagree,Agree nor disagree
R_gmXknfJJ2NtWyu2,Woman,27,Elementary School,Seasonal OR temporary,Yes,5,Agree nor disagree,Yes,Somewhat agree,Agree nor disagree
R_1LQ2d2TbjDUDas6,Woman,18,Elementary School,Seasonal OR temporary,Yes,4,Agree nor disagree,Yes,Somewhat agree,Agree nor disagree
R_1rNeAPTgtJ0gIfO,Woman,29,Middle School,Seasonal OR temporary,Yes,6,Somewhat agree,No,Agree nor disagree,Somewhat agree
R_iogBbtSeCwPZ3aV,Woman,18,Elementary School,Seasonal OR temporary,Don't know,2,Agree nor disagree,Don't know,Agree nor disagree,Agree nor disagree
R_6WkDA8lQMGVteQ0,Woman,26,No school,Seasonal OR temporary,Yes,6,Somewhat agree,No,Agree nor disagree,Agree nor disagree
R_ob0m1ZujkGrifRE,Woman,19,Middle School,Seasonal OR temporary,Yes,1,Somewhat agree,No,Agree nor disagree,Somewhat agree
R_1fmvARtRUkC6gjZ,Woman,25,Elementary School,Seasonal OR temporary,Yes,12,Somewhat agree,No,Agree nor disagree,Somewhat agree
R_m3PBHjnIWGMo7ld,Woman,27,Elementary School,Seasonal OR temporary,Yes,12,Agree nor disagree,Don't know,Agree nor disagree,Agree nor disagree
R_9rXI3D7OpF1lzfW,Woman,18,Elementary School,Seasonal OR temporary,Yes,2,Agree nor disagree,Don't know,Agree nor disagree,Agree nor disagree
R_4yTXqEwKFPUbFd7,Woman,36,Elementary School,Seasonal OR temporary,Yes,24,Somewhat agree,Don't know,Somewhat agree,Agree nor disagree
R_frsYJ9sh4qbmi8R,Woman,19,Elementary School,Seasonal OR temporary,Yes,2,Somewhat agree,No,Somewhat agree,Somewhat agree
R_nPuYgEmLKhuahBP,Woman,23,Elementary School,Seasonal OR temporary,Yes,2,Somewhat agree,No,Somewhat agree,Agree nor disagree
R_3XAxuo3sBFZ7qji,Man,29,High School,Seasonal OR temporary,No,48,Agree nor disagree,No,Agree nor disagree,Agree nor disagree
