Response_ID,gender_core,age_core,education_level_core,worker_type_core,understand_contract,entity_tenure_total_months,safety_core,accident_last_year,covid_safety_measures_core,pressure_to_work_core
R_2Yal3FALKWAAprY,Man,61,No school,Permanent,Yes,122,Strongly disagree,Yes,Strongly disagree,Strongly Agree
R_1rOE4ysM3aIi9z6,Woman,60,Elementary School,Permanent,Yes,120,Strongly Agree,No,Strongly Agree,Strongly disagree
R_yOXmitdMVUAEEHD,Man,41,Middle School,Temporary,Yes,7,Strongly Agree,No,Strongly Agree,Strongly disagree
R_28SQ99kDSpf9rSa,Woman,66,College degree or higher,Permanent,Yes,108,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1drU3tx9AGaSvPs,Man,33,Middle School,Permanent,Don't know,122,Somewhat disagree,No,Agree nor disagree,Somewhat agree
R_3KPnuB7NoyzZHYJ,Man,42,Middle School,Permanent,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1FLqTXTLNhaBT7y,Woman,61,Elementary School,Permanent,Yes,96,Strongly Agree,No,Agree nor disagree,Somewhat disagree
R_xcjBN7c2qeGy3NT,Man,57,No school,Permanent,Yes,122,Somewhat disagree,No,Somewhat disagree,Strongly disagree
R_3fd8NX1wkbHCF2J,Man,38,High School,Permanent,No,16,Strongly Agree,No,Strongly Agree,Neither agree nor disagree
R_cAttd50uVpJikw1,Woman,27,Middle School,Permanent,Don't know,96,Strongly Agree,No,Somewhat agree,Strongly disagree
R_1k02Bvqzucd0UzC,Woman,24,Middle School,Permanent,Yes,48,Strongly Agree,No,Strongly disagree,Strongly disagree
R_2QDOfx8DhiTd7c2,Man,32,Elementary School,Temporary,Yes,6,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2sQQtB4FKSx6MGT,Woman,25,High School,Permanent,Yes,60,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1IWSU5arjikF9hX,Man,42,Middle School,Permanent,No,122,Strongly disagree,No,Strongly disagree,Somewhat agree
R_3GjLxsAO9zDdxHz,Man,39,High School,Temporary,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3NPdEEOBFBNfNAM,Man,32,Middle School,Permanent,Yes,36,Strongly Agree,No,Agree nor disagree,Somewhat agree
R_1QMAjQH79yL4OZI,Woman,20,High School,Temporary,Yes,7,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1CJE38GbTqM9URw,Woman,50,Middle School,Permanent,Yes,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3neeV4VUQ3q560b,Man,37,Elementary School,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2OSwWUNvlXkLzRB,Woman,41,High School,Temporary,Yes,48,Agree nor disagree,No,Strongly Agree,Neither agree nor disagree
R_3KBjjzQsXR56M2X,Man,25,College degree or higher,Permanent,Yes,9,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3e3JnzagSjF3l4K,Man,40,Middle School,Permanent,Yes,108,Strongly Agree,No,Strongly Agree,Strongly disagree
R_10JH2APdogIojlv,Man,31,Middle School,Temporary,Yes,7,Strongly Agree,No,Agree nor disagree,Strongly disagree
R_Uow4yTFtJOgm7Dj,Woman,34,High School,Permanent,Yes,15,Refused,No,Strongly Agree,Refused
R_cOdbofJwKO1VYNr,Man,32,Middle School,Permanent,Yes,108,Strongly Agree,No,Strongly Agree,Somewhat agree
R_07CPdvhMpHNyihH,Man,35,High School,Permanent,Yes,96,Strongly Agree,No,Strongly Agree,Strongly disagree
R_10CMa2Fh1KDEkj8,Man,27,High School,Permanent,Yes,96,Strongly Agree,No,Somewhat agree,Somewhat agree
R_ZqslTq6Vg2wTsuR,Woman,33,Middle School,Permanent,Don't know,24,Strongly Agree,No,Strongly disagree,Strongly disagree
R_b9Pv5gi5pg97bhf,Man,45,High School,Permanent,Yes,204,Strongly Agree,No,Strongly Agree,Strongly disagree
R_128Sc6Ta5xXtyJn,Woman,30,High School,Permanent,Yes,60,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3IWhmtz8fa1mQkD,Woman,37,Middle School,Permanent,Yes,60,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1OZgEMPYV1F22X7,Man,29,High School,Permanent,Yes,60,Strongly Agree,No,Strongly Agree,Strongly disagree
R_QlXbYS3EQjUdXjP,Woman,49,High School,Permanent,Yes,15,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1PY7qqFQ5LZH7TT,Man,48,College degree or higher,Permanent,Yes,72,Strongly Agree,No,Somewhat agree,Strongly disagree
R_UnBgJq5gxYS7tS1,Man,36,College degree or higher,Permanent,Yes,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3EhOdjcZ8oQCDWV,Man,55,Middle School,Permanent,Yes,120,Somewhat agree,Yes,Strongly Agree,Strongly disagree
R_zSI0d3LSSeFmDKh,Man,24,Middle School,Permanent,Yes,60,Strongly disagree,No,Strongly Agree,Strongly disagree
R_2wgj9WyKNFXJhHc,Woman,21,High School,Permanent,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1pmUJ6zhi0893c3,Woman,22,College degree or higher,Permanent,Yes,6,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3neMt9LtaaNMGTv,Man,72,Middle School,Permanent,Yes,156,Strongly Agree,Yes,Strongly Agree,Strongly disagree
R_3e9w13i5GbMo7hh,Woman,43,Middle School,Permanent,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_tS8ZWxCtbjN8L4d,Woman,32,High School,Permanent,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2t3z58dOD91Hze0,Man,38,Middle School,Permanent,Yes,48,Strongly Agree,No,Strongly Agree,Strongly Agree
R_3Gxs7Qs06MTwVdI,Woman,25,High School,Don't know,Yes,8,Agree nor disagree,No,Strongly Agree,Strongly disagree
R_3FPeVOmuWzitTa2,Man,25,High School,Permanent,Don't know,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_vPHBG7NxS7u26GZ,Woman,46,Middle School,Permanent,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_UDXqnD7qZZmmBmV,Man,51,High School,Permanent,Yes,96,Strongly Agree,No,Somewhat disagree,Strongly disagree
R_1pogVLqR8WJIhkx,Woman,25,High School,Temporary,Yes,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2wzTHhMpWwlK1Bj,Man,61,No school,Permanent,Yes,11,Strongly Agree,No,Strongly Agree,Strongly disagree
R_w1PLGsQL2owK9fr,Woman,43,Middle School,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1hYnceqFLuDoudm,Man,25,Middle School,Temporary,Yes,4,Strongly Agree,No,Strongly Agree,Strongly disagree
R_42T8PpOxg8a1c4N,Man,66,No school,Permanent,No,156,Strongly Agree,No,Somewhat agree,Strongly disagree
R_DvqzF9zWDl0Ku5j,Woman,23,High School,Permanent,Yes,7,Agree nor disagree,No,Strongly Agree,Neither agree nor disagree
R_3KZNp0uqkhFNsXh,Woman,32,Middle School,Temporary,Yes,60,Strongly disagree,No,Strongly Agree,Strongly disagree
R_2t37jWc1Noz0kB9,Man,23,High School,Temporary,Yes,5,Strongly Agree,No,Agree nor disagree,Strongly disagree
R_3kO4qDeOLPYwXOw,Woman,58,Elementary School,Permanent,Don't know,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1IRG9SvHHzNWaKl,Man,58,College degree or higher,Temporary,Yes,144,Strongly Agree,No,Strongly Agree,Strongly disagree
R_SHL8BBk7ThJKzPb,Man,35,Middle School,Permanent,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3NPPTywIpgkVOKf,Man,61,No school,Permanent,Yes,156,Strongly Agree,No,Strongly Agree,Somewhat agree
R_1o8g2yjuIBtvNzI,Woman,21,Middle School,Permanent,No,17,Somewhat disagree,No,Strongly Agree,Somewhat agree
R_3oT7Z9ACAedwQbx,Man,59,College degree or higher,Permanent,Yes,36,Strongly Agree,Yes,Strongly Agree,Strongly disagree
R_DufWgRFeyUsT6Zb,Man,50,Middle School,Temporary,Yes,5,Strongly Agree,No,Somewhat disagree,Strongly disagree
R_tYyrV5d7MibfJ5f,Man,56,Elementary School,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_a5z4paIVi4Lcb0R,Man,53,Middle School,Permanent,No,120,Strongly Agree,No,Strongly Agree,Strongly Agree
R_3ESj6ITEY3Av2wZ,Man,34,Middle School,Temporary,Yes,24,Agree nor disagree,Yes,Strongly Agree,Strongly disagree
R_3RkM0Zmmr8IlUT4,Man,26,High School,Permanent,Yes,60,Agree nor disagree,Yes,Agree nor disagree,Strongly Agree
R_e55ubW7ykb0jXLr,Woman,18,High School,Temporary,Yes,7,Strongly Agree,No,Strongly Agree,Strongly Agree
R_31F2kXkqXg5MF5w,Man,33,High School,Temporary,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_ZBI9ZB4wpf3J8K5,Woman,30,High School,Temporary,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1pE806UpDNNBeiU,Man,30,High School,Temporary,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3MgrHXwpndCanYn,Woman,53,Elementary School,Don't know,Yes,10,Somewhat disagree,Yes,Strongly Agree,Strongly disagree
R_3HkmXyH3TYQqHof,Man,67,No school,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2uCeZekpFLtrEsF,Man,30,High School,Temporary,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_0cjhSqreahVuCfT,Man,34,High School,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1lt4YFgguKFbzMr,Man,69,Elementary School,Permanent,Don't know,36,Strongly Agree,No,Strongly Agree,Somewhat agree
R_2D8juuHFfzGDrCd,Woman,39,Middle School,Permanent,Yes,120,Strongly Agree,No,Strongly Agree,Somewhat agree
R_1pFDOXN116Ho2qs,Woman,26,High School,Permanent,Yes,7,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2rHf4gKMOp1c6IJ,Man,64,High School,Permanent,Yes,120,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2XmuvKfHlPJUKfP,Woman,51,College degree or higher,Permanent,Don't know,24,Strongly Agree,No,Strongly Agree,Strongly Agree
R_2rpehHVZJWFuRYT,Man,55,College degree or higher,Permanent,Yes,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2dsG8UWnH94Bb30,Man,29,Middle School,Temporary,Yes,3,Strongly Agree,No,Agree nor disagree,Strongly Agree
R_31jcM0cFDVsdSUS,Woman,45,No school,Permanent,No,156,Strongly Agree,No,Strongly Agree,Strongly disagree
R_WD0nUMhebX7FHpL,Woman,60,No school,Permanent,Yes,144,Somewhat disagree,Yes,Strongly Agree,Somewhat agree
R_3s50Lz0GuJnBUoJ,Woman,19,High School,Temporary,Yes,7,Strongly Agree,No,Strongly Agree,Somewhat agree
R_2zGPLgdTtizvgpg,Man,35,Middle School,Permanent,Yes,120,Strongly Agree,No,Strongly Agree,Strongly disagree
R_6rpj1pGlDa2tb8t,Woman,47,Elementary School,Permanent,Yes,120,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2ZNzBHmwBSiuoxo,Woman,36,Middle School,Temporary,Yes,12,Strongly Agree,Yes,Strongly Agree,Strongly disagree
R_3hDOQ0zyyIrlljf,Woman,31,College degree or higher,Permanent,Yes,24,Strongly Agree,No,Somewhat agree,Strongly disagree
R_Y4RnOQhc2vb8xMZ,Woman,26,High School,Permanent,Yes,48,Somewhat agree,No,Strongly Agree,Somewhat agree
R_u9e0Vm4nuYcTM8V,Woman,20,High School,Temporary,Don't know,14,Strongly disagree,No,Strongly Agree,Strongly disagree
R_3rURTFGEmxsYunv,Woman,56,High School,Temporary,Yes,7,Strongly Agree,No,Strongly Agree,Strongly disagree
R_24iNFFbZWrWjGZ0,Woman,19,High School,Temporary,Yes,6,Strongly Agree,No,Strongly disagree,Strongly disagree
R_27UuySGZrGKf8a1,Man,42,High School,Permanent,Yes,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_UipZuKy9AgDcGGd,Woman,30,High School,Permanent,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_31i3LhuPMFkCzjS,Man,30,High School,Permanent,Yes,3,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2fDP8TBHCsvNm8E,Man,31,High School,Temporary,Yes,24,Strongly Agree,No,Strongly Agree,Strongly Agree
R_1Hvv2S53yjyOvnP,Woman,58,Middle School,Permanent,Yes,72,Strongly Agree,No,Somewhat agree,Strongly disagree
R_1gNkMo0lqb880LL,Man,33,Middle School,Temporary,Yes,7,Strongly Agree,Yes,Strongly Agree,Strongly disagree
R_3pgS7YBFYif3gHa,Man,30,High School,Permanent,Yes,36,Strongly disagree,Yes,Agree nor disagree,Strongly disagree
R_1MQUipe7XQnRRfo,Woman,48,Elementary School,Permanent,Don't know,72,Somewhat disagree,No,Agree nor disagree,Somewhat agree
R_24164FqwCodZs5x,Woman,30,High School,Permanent,Yes,6,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1gosUvNe9X7GKsH,Man,32,Middle School,Permanent,Yes,48,Somewhat agree,No,Strongly Agree,Strongly disagree
R_3HY0my1tRZ6AW1J,Man,24,High School,Permanent,Yes,5,Strongly disagree,No,Strongly Agree,Strongly disagree
R_un1q0BBcp9TQf9n,Man,18,Middle School,Don't know,Don't know,5,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1gSLm7tEZ83CX0Q,Man,49,No school,Temporary,Yes,8,Strongly Agree,No,Strongly Agree,Strongly disagree
R_Do6DUFaeIH6Q2gF,Woman,47,Elementary School,Permanent,Yes,24,Somewhat agree,No,Somewhat agree,Somewhat agree
R_1i2IuEF3PYJOqnA,Man,23,High School,Don't know,Yes,11,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1FyuzAPHHFQ27AI,Woman,43,No school,Permanent,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3E9DOBDKIIYTtc0,Man,53,High School,Temporary,Yes,170,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2fI46LZ2NcHE633,Woman,44,Elementary School,Permanent,Yes,60,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2to0EyBaTgD5Suj,Man,45,Elementary School,Temporary,Yes,4,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2zu7LxpqbPOhJZw,Man,46,Elementary School,Permanent,Yes,60,Strongly Agree,No,Strongly Agree,Strongly disagree
R_qWPBbsDlRbvgLN7,Man,22,Middle School,Permanent,Yes,5,Somewhat agree,No,Strongly Agree,Strongly disagree
R_UtfMYJHCGxve8ed,Woman,29,High School,Permanent,Yes,36,Strongly Agree,Yes,Strongly Agree,Strongly disagree
R_UfLe1ejd0u5g6QN,Woman,24,High School,Permanent,Yes,12,Strongly Agree,No,Somewhat agree,Strongly disagree
R_264kD6B1sLB3C0G,Man,48,High School,Permanent,Yes,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2B4mWr25RERevtS,Woman,53,Elementary School,Permanent,Don't know,108,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1GBmw26oAQhvykK,Man,30,Middle School,Temporary,Yes,12,Strongly Agree,No,Strongly Agree,Somewhat disagree
R_1EgOYctmFBxbQSA,Man,25,College degree or higher,Permanent,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_28HEqtE6q3n3S3J,Man,64,No school,Permanent,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2PicCHoQHUNjKP6,Man,26,High School,Permanent,Yes,9,Strongly Agree,Yes,Strongly Agree,Strongly disagree
R_SK54FaF2l6CvNjH,Man,39,High School,Temporary,Yes,18,Strongly Agree,No,Strongly Agree,Strongly disagree
R_11d6id1dLhgLt9m,Man,60,College degree or higher,Permanent,Yes,5,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1qg1NVZPRbTdbC4,Man,56,Middle School,Permanent,Yes,84,Strongly Agree,No,Strongly Agree,Strongly disagree
R_UX4GE4GLozuUCQ1,Woman,36,Middle School,Permanent,Yes,108,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2WD1gKCJlJkD4af,Man,40,High School,Temporary,Yes,14,Agree nor disagree,No,Strongly Agree,Somewhat disagree
R_3hzOWYD6cXxgY7H,Woman,39,Middle School,Temporary,Yes,48,Somewhat agree,No,Agree nor disagree,Strongly Agree
R_25Qw6RBVRuxpAcZ,Woman,24,High School,Temporary,Yes,10,Strongly Agree,No,Strongly Agree,Strongly disagree
R_pSstjCCs6Ag3cOZ,Woman,45,High School,Permanent,Yes,96,Strongly Agree,No,Somewhat agree,Somewhat disagree
R_3PNvQT1KuITEcLq,Man,50,High School,Temporary,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_qUCO21GOsaWyzPX,Man,27,High School,Permanent,Yes,120,Agree nor disagree,No,Strongly Agree,Strongly disagree
R_3mZ6MKDGqKnizOF,Man,64,No school,Permanent,Don't know,132,Somewhat agree,No,Somewhat agree,Somewhat disagree
R_cApx7nFdRMPBSfL,Woman,30,College degree or higher,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1Le75WYz57ZV5AE,Man,19,Middle School,Don't know,Yes,17,Strongly Agree,Yes,Strongly disagree,Strongly disagree
R_3QMMkXsU2LKGvja,Man,39,High School,Temporary,No,24,Strongly Agree,No,Strongly Agree,Somewhat disagree
R_1NmIH8jXljZu9H6,Man,55,High School,Permanent,Yes,132,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2fg5q5Jct3og2hN,Man,61,Middle School,Don't know,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1FFnIPbRTvLlwZU,Man,55,High School,Permanent,Yes,144,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2TpzQ5A5kCROt6p,Man,57,Middle School,Permanent,Yes,132,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2CNX9RDjrZqis3Y,Man,65,Middle School,Permanent,Yes,288,Strongly Agree,No,Somewhat agree,Strongly disagree
R_2z8TXLx8ngq3dkl,Man,52,College degree or higher,Permanent,Yes,240,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3QMcQf63xOlZL8v,Woman,49,High School,Temporary,Yes,120,Strongly disagree,No,Strongly Agree,Strongly disagree
R_1duwdc83YLCC1pY,Man,57,Elementary School,Permanent,Yes,156,Strongly Agree,Yes,Strongly Agree,Strongly disagree
R_5teF6hxUHPRITOF,Woman,26,High School,Temporary,Yes,3,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2VjMJjsLXqKJMSR,Man,37,Middle School,Permanent,Don't know,168,Strongly Agree,No,Somewhat agree,Strongly disagree
R_232grc3vjmiwn21,Woman,19,High School,Temporary,Yes,3,Strongly Agree,No,Strongly Agree,Strongly disagree
R_eS6I6rYAnRo0s9P,Woman,51,Middle School,Temporary,Yes,8,Strongly Agree,No,Strongly Agree,Strongly disagree
R_ThIFZE2GfB67Ja9,Man,28,High School,Temporary,Don't know,12,Strongly Agree,No,Somewhat agree,Strongly disagree
R_xsA8cXN8HyTJQgV,Woman,49,Middle School,Permanent,Don't know,54,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2S3xgjojGVht8Gl,Woman,55,Middle School,Permanent,Yes,4,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1kNB3Ae5iduqgmP,Man,20,High School,Permanent,Yes,21,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3HUJ6lPxlqSliqo,Man,28,Middle School,Temporary,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1n1G13M6mBmsU7A,Man,55,No school,Permanent,Yes,96,Strongly Agree,No,Strongly Agree,Strongly Agree
R_3oHodOLfj4Lt0LS,Man,19,High School,Permanent,Yes,16,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1Q6KSmUCZD2PU0k,Woman,51,Middle School,Permanent,Yes,48,Strongly disagree,Yes,Strongly Agree,Strongly disagree
R_3HIgmCtPAOBGxMt,Man,33,Middle School,Permanent,Yes,5,Strongly Agree,No,Strongly Agree,Strongly disagree
R_25AWohOT4y72By9,Woman,22,High School,Permanent,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3estdj93pgAUCQX,Woman,23,High School,Permanent,Yes,30,Somewhat agree,No,Somewhat agree,Strongly disagree
R_1rAHcAM8AXs1Ljl,Man,25,Middle School,Permanent,Yes,13,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1E4ZcrddG8QYX10,Woman,24,Middle School,Permanent,Yes,3,Strongly Agree,No,Somewhat agree,Strongly disagree
R_3qma12fxHq0Cybs,Woman,24,High School,Permanent,Yes,30,Strongly Agree,No,Strongly Agree,Strongly disagree
R_vv72ae06ZxZF5YJ,Man,26,High School,Permanent,Yes,28,Strongly Agree,No,Strongly Agree,Strongly disagree
R_eD8mIxlDnC1C2xb,Man,19,High School,Temporary,Yes,18,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2v1FkpEsLsRoOWU,Man,26,Middle School,Permanent,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2rAsD2ktR1bt2Cv,Man,33,High School,Permanent,No,31,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2COk5wHKZMytHxS,Man,21,High School,Permanent,Yes,29,Somewhat disagree,No,Agree nor disagree,Strongly disagree
R_Zl5Vm9nl0rz1Zdf,Man,21,Middle School,Permanent,Yes,35,Somewhat agree,No,Somewhat agree,Strongly disagree
R_beZGHWtYh0OyTGp,Man,23,Middle School,Permanent,Yes,12,Agree nor disagree,No,Agree nor disagree,Strongly disagree
R_1Ntv1bD7qts1uDA,Man,31,Middle School,Permanent,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3w5UdwEPYR5Kp1f,Woman,21,Middle School,Permanent,Yes,11,Strongly Agree,No,Strongly Agree,Strongly disagree
R_uayuUhiy21iEcx3,Man,21,Middle School,Permanent,Yes,31,Somewhat agree,No,Somewhat agree,Strongly disagree
R_2pQu0e0mk0VT6OH,Woman,49,Middle School,Permanent,Yes,23,Strongly Agree,Yes,Strongly Agree,Strongly disagree
R_1jdr3yduVStEEW7,Woman,25,High School,Permanent,Yes,6,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3dLjGw64a1gPmZn,Woman,23,Elementary School,Permanent,No,7,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3kpkBUJTK8Jdzdl,Woman,47,Middle School,Permanent,Yes,24,Agree nor disagree,No,Strongly Agree,Strongly disagree
R_2cBj7mErjviXoUQ,Man,45,Middle School,Permanent,Yes,14,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3Ptv0XUfFKCxIvg,Woman,31,Middle School,Permanent,Yes,24,Strongly Agree,No,Somewhat agree,Somewhat agree
R_1i9YdpNBLSUsldp,Woman,25,Middle School,Permanent,Yes,6,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2CdNNoiszBerGqQ,Man,40,Elementary School,Permanent,Yes,13,Strongly Agree,No,Strongly disagree,Strongly disagree
R_2YWDSQiKtI24A7k,Woman,47,Middle School,Permanent,No,6,Agree nor disagree,No,Strongly Agree,Strongly disagree
R_ykeoD8CkUClpvBT,Man,25,High School,Permanent,Yes,30,Strongly Agree,No,Agree nor disagree,Strongly disagree
R_XHW2y91W8r5V8BP,Woman,48,Elementary School,Permanent,Yes,6,Somewhat agree,No,Somewhat agree,Strongly disagree
R_1gUyByYhmUNFMmF,Man,18,High School,Temporary,Yes,2,Strongly Agree,No,Somewhat disagree,Strongly disagree
R_1o4OuSopQHqWrJD,Woman,46,Elementary School,Permanent,Yes,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2qmaq3GprQToitu,Man,39,Middle School,Permanent,Yes,132,Somewhat disagree,No,Strongly Agree,Somewhat disagree
R_24w7p08GVaTETfd,Woman,47,Middle School,Permanent,Yes,32,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1f75YW6M1aF8njz,Man,20,High School,Temporary,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1oImGZ2UDewGzzK,Woman,40,Middle School,Permanent,Yes,16,Somewhat agree,No,Somewhat agree,Strongly disagree
R_2fkzzBdEgtPYubr,Man,25,Middle School,Permanent,Yes,20,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3hhdNTykoViKsxo,Man,24,Elementary School,Permanent,Yes,12,Strongly Agree,No,Somewhat agree,Strongly disagree
R_Y3N8jVQ0m0kXzoJ,Man,52,Middle School,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1dE0PQzBStcIiNU,Woman,32,Middle School,Permanent,Yes,16,Agree nor disagree,No,Somewhat agree,Neither agree nor disagree
R_dbxDEIVy4ZaFMsN,Man,28,Elementary School,Permanent,Yes,30,Somewhat agree,Yes,Somewhat agree,Somewhat agree
R_3oMc8AeZWVPlCed,Man,29,Elementary School,Permanent,Yes,18,Strongly Agree,No,Strongly Agree,Strongly disagree
R_248lZt61BoO5mG3,Woman,19,Elementary School,Permanent,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3sgFDjyLQOqes6c,Woman,21,Middle School,Permanent,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_324TvcEQn5eCyxz,Man,33,Elementary School,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Somewhat disagree
R_1FmKX7n8YNf8kCH,Woman,21,Middle School,Permanent,Yes,12,Strongly Agree,No,Somewhat agree,Strongly disagree
R_1dKvfBbvXQsiRG5,Man,58,Elementary School,Permanent,Yes,32,Strongly Agree,No,Agree nor disagree,Strongly disagree
R_3G1lJAdjmTZxYn7,Woman,20,Elementary School,Permanent,Yes,26,Strongly Agree,No,Strongly Agree,Somewhat agree
R_2v1FsfLKdvgyL9u,Man,22,High School,Permanent,Yes,12,Somewhat agree,No,Strongly disagree,Somewhat agree
R_2bN73Dej7m6Erll,Woman,30,Middle School,Permanent,Yes,20,Strongly Agree,No,Strongly Agree,Strongly disagree
R_29tYDpLLUJXax4w,Woman,34,Elementary School,Temporary,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3rIdm8BwvSn2OI4,Woman,50,No school,Don't know,Yes,42,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2CQdDD8GExn0Vyh,Woman,27,Middle School,Permanent,Yes,30,Somewhat agree,No,Strongly Agree,Strongly disagree
R_SWauNGS71Q32OWZ,Man,51,Elementary School,Permanent,Yes,48,Strongly Agree,No,Strongly Agree,Neither agree nor disagree
R_cwJks6D3w2XCzh7,Woman,29,Elementary School,Permanent,Yes,4,Agree nor disagree,No,Somewhat disagree,Neither agree nor disagree
R_3kFhFdhx3n718fN,Man,22,High School,Permanent,Yes,5,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3FW3bVKlCJpOjYA,Woman,49,No school,Permanent,No,24,Strongly Agree,No,Somewhat disagree,Strongly disagree
R_3lFHPMLkS9vRcxL,Woman,21,High School,Permanent,Yes,24,Somewhat disagree,No,Somewhat disagree,Somewhat agree
R_2y1rHmxOMPXNqNo,Woman,19,Middle School,Permanent,No,13,Somewhat agree,No,Strongly disagree,Strongly Agree
R_2e41K4yeLeRSDYw,Man,20,Middle School,Permanent,No,7,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1nOXlo32OyPv1g4,Man,25,Middle School,Permanent,Yes,14,Somewhat agree,No,Somewhat agree,Strongly disagree
R_2400DWSi5xkZiS8,Woman,26,Middle School,Temporary,Yes,7,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2QPvZa305SRd7mS,Woman,42,Elementary School,Temporary,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
