Response_ID,gender_core,age_core,education_level_core,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,management_complaint_treatment_core,leadership_feedback_core,factory_recommend_tf_score
R_3Ge8Ui8wJhaW0gt,Woman,23,Middle School,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1FnfVT6viXcvwHU,Man,30,Elementary School,Permanent,Yes,96,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat disagree,Yes,Strongly Agree,Don't know,Strongly disagree,Don't know,No,0
R_cYNw0Nc4hHFCfwR,Man,48,Middle School,Temporary,Don't know,48,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_02J4Qa0ZiozyNDr,Woman,25,Elementary School,Permanent,Yes,7,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,Yes,No,1
R_yOYiFG6BrnDbU0p,Woman,42,Middle School,Permanent,Yes,32,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_2pKPEjGBQIdaEz8,Woman,48,Elementary School,Permanent,Yes,30,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_AvRuC2fWGJYab85,Man,27,Elementary School,Permanent,Yes,30,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,No,1
R_2BeOUMwYKmahsaf,Woman,43,Elementary School,Permanent,Yes,27,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Somewhat agree,Yes,Yes,0
R_w7ALEPJuTLTVj6F,Woman,20,Middle School,Permanent,Yes,11,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_296x0bDVSQNOqsM,Man,57,No school,Permanent,Don't know,36,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Somewhat disagree,Don't know,No,0
R_sSz45ABNwRQr6NP,Woman,49,Elementary School,Temporary,No,24,Very satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3sywAVbaezWrYQh,Man,27,Middle School,Permanent,Yes,108,Neither satisfied nor dissatisfied,Don't know,No,Somewhat good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_qKsnll5BtN5X1uh,Man,30,High School,Permanent,Yes,11,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Strongly Agree,No,Strongly disagree,"Maybe, depending on the topic",No,1
R_3MhrOTrWm7dncN6,Woman,30,Middle School,Permanent,Yes,13,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat disagree,Yes,Somewhat agree,Refused,Refused,Don't know,No,1
R_1gja8EoHIHbLMyl,Woman,36,No school,Permanent,No,36,Neither satisfied nor dissatisfied,Don't know,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3EsRsvdypkN6GP9,Man,32,Middle School,Permanent,Yes,54,Very satisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,No,No,1
R_DUFvzS05Yan7tHr,Woman,26,Middle School,Permanent,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,Yes,Yes,1
R_30pInV0auV5nE5e,Woman,22,Elementary School,Permanent,Don't know,1,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_DJ3eEmX3PEubsKl,Woman,38,Elementary School,Temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3CIoXQQokZ59uyr,Man,20,Middle School,Permanent,Yes,27,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_22MrHzeHTyfbV9h,Woman,34,Middle School,Don't know,Yes,1,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1cRLfjRbx7BdGFj,Woman,42,Elementary School,Temporary,Don't know,4,Somewhat Satisfied,Yes,No,Somewhat good,Agree nor disagree,No,Strongly disagree,Yes,Strongly disagree,Don't know,No,1
R_1E9VbarD1dUI2hb,Woman,41,Middle School,Temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1P6o18JuMQ5hxyD,Woman,37,Middle School,Temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_31adNvwgNtKKE1E,Man,20,Middle School,Permanent,Yes,4,Very satisfied,Don't know,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2y6ZP3S5ooq2QYO,Man,23,Middle School,Temporary,Yes,6,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,Don't know,No,1
R_TbJSBGD8iAvNsiZ,Man,28,No school,Permanent,No,48,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly Agree,No,Somewhat disagree,Don't know,Strongly disagree,Don't know,No,1
R_12f0LGprB0WYUMm,Woman,24,Elementary School,Permanent,Yes,0,Somewhat Satisfied,No,No,Somewhat good,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,Don't know,No,1
R_1nPlY8rbEPWHXYF,Woman,19,Middle School,Temporary,Yes,0,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_qR9JGASKBkOKJGx,Woman,25,Middle School,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,Somewhat disagree,Don't know,Strongly disagree,Yes,No,1
R_eM5LpziQyAN7fi1,Woman,30,Middle School,Permanent,Yes,30,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_esRAbIY2B9HSCrL,Man,22,High School,Temporary,Yes,6,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3LYK58yRhFDGY03,Woman,26,No school,Permanent,Yes,0,Somewhat Satisfied,Yes,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_1gIubp26bBDOVIT,Man,39,Elementary School,Permanent,No,11,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Don't know,No,1
R_1LidE8dD2pHwBaz,Woman,24,Middle School,Permanent,No,36,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat agree,No,Strongly disagree,Don't know,Strongly Agree,No,No,1
R_3knAp8QHwg8ZZKo,Woman,20,High School,Don't know,Yes,2,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3dVLvGcPx4rPX2J,Woman,20,Middle School,Permanent,Yes,30,Somewhat Satisfied,No,No,Somewhat good,Strongly disagree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_p9sy9EoLZr26yHL,Woman,27,Middle School,Permanent,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_6EbzJ0uB8u3a1jP,Woman,19,High School,Permanent,Yes,12,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1IAXeYv35nL2cwj,Man,48,Elementary School,Permanent,Yes,30,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,0
R_1n3B8837UFcyXch,Woman,22,Middle School,Permanent,Yes,4,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_DH2NMmIMeevRMnn,Woman,19,High School,Permanent,Don't know,13,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_1LFgXkYU2fXGlb7,Woman,23,High School,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3hsRbVuJ5CnlzRS,Man,37,Middle School,Permanent,Yes,4,Somewhat Satisfied,Don't know,No,Neither good or bad,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_265A2d66Cmljq7p,Woman,36,Elementary School,Permanent,Yes,28,Somewhat Satisfied,No,No,Somewhat bad,Strongly disagree,No,Strongly disagree,Yes,Strongly disagree,No,No,1
R_6QKgYSzp6gM6eqt,Man,18,High School,Temporary,Yes,3,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Somewhat disagree,Don't know,Neither agree nor disagree,Don't know,No,1
R_C4EXZepAenkw0eJ,Man,19,High School,Permanent,Yes,13,Very satisfied,Don't know,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,Don't know,No,1
R_7NErNzpOelnt0RP,Woman,21,Middle School,Temporary,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,"Maybe, depending on the topic",No,1
R_2Uc0HdKdvGmN9zs,Man,24,Middle School,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Somewhat agree,"Maybe, depending on the topic",No,1
R_Ap4G232M0BG0JnH,Woman,22,High School,Permanent,Yes,12,Neither satisfied nor dissatisfied,Don't know,No,Somewhat good,Somewhat agree,No,Strongly disagree,Don't know,Somewhat agree,"Maybe, depending on the topic",No,1
R_1gIq8O8k995d3fu,Man,26,High School,Permanent,Yes,12,Somewhat Satisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3DooIXRckiDEQ4Z,Man,48,Elementary School,Permanent,Yes,96,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,No,No,0
R_3RjuLMN5eBv4MTD,Woman,42,Middle School,Permanent,Yes,36,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Somewhat agree,"Maybe, depending on the topic",Yes,0
R_1Nmr62Qj91QOGqB,Woman,30,Middle School,Permanent,Yes,16,Somewhat Satisfied,No,No,Very good,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_1jTwGNhf7ak6Qz6,Woman,40,Middle School,Permanent,No,35,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_1ewvpbjRLUq5vWV,Woman,40,Elementary School,Permanent,Yes,48,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,Yes,No,1
R_2Vw1aU2SCvDfwg5,Man,24,Middle School,Permanent,Yes,5,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,No,No,0
R_2qmVar4IloYrplh,Man,28,Elementary School,Permanent,Yes,3,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2TSFw77UCmnFDvo,Woman,33,Middle School,Permanent,No,12,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3KuyNmoOQpMPqUV,Woman,38,Middle School,Permanent,Yes,15,Very satisfied,No,Yes,Neither good or bad,Somewhat disagree,No,Somewhat disagree,Yes,Strongly disagree,No,No,1
R_10ZNub5fekdAiYC,Man,35,Elementary School,Permanent,Yes,5,Very satisfied,Yes,No,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_2UbAkHCFypLepjI,Woman,30,High School,Permanent,Yes,14,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3NBQjLP4PnOxT9c,Man,26,Elementary School,Permanent,Yes,32,Neither satisfied nor dissatisfied,No,Yes,Somewhat good,Somewhat disagree,No,Somewhat disagree,Don't know,Strongly Agree,No,Yes,1
R_1PSHBcBIu349ZXz,Woman,28,Middle School,Permanent,Yes,24,Somewhat Satisfied,Don't know,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Neither agree nor disagree,Yes,No,1
R_2v08RjKabBUUldf,Man,19,High School,Permanent,Yes,11,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2fwI5t1W2dEy1Ux,Woman,62,Elementary School,Permanent,No,34,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2dyyH4GOPwcRrCX,Man,20,Middle School,Permanent,No,1,Neither satisfied nor dissatisfied,No,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_33kyNhGPzGmhJP7,Man,27,Middle School,Permanent,Yes,32,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly disagree,Don't know,Strongly disagree,No,No,1
R_2q31qFDbthByOQV,Man,24,High School,Temporary,Yes,18,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3NzabSwDRcuki57,Man,21,Middle School,Permanent,Yes,2,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,No,No,1
R_2dhABwCyylzpfdh,Man,39,No school,Permanent,Yes,20,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,Yes,1
R_DBtbaOTqCUwxhMl,Man,37,Elementary School,Permanent,Yes,18,Very satisfied,Yes,Yes,Very good,Somewhat disagree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1NkbdfyTKWTgthT,Woman,34,Elementary School,Permanent,Don't know,18,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Don't know,No,1
R_3PXIsDqoeqNhBEH,Man,55,Elementary School,Permanent,Don't know,12,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1KxTaOt3gqeut2M,Man,40,Elementary School,Permanent,No,16,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Don't know,Strongly disagree,Don't know,Yes,0
R_2bT5b4QsmnDYTIV,Man,19,High School,Temporary,Yes,2,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Agree nor disagree,No,Agree nor disagree,Yes,Strongly disagree,Yes,No,1
R_rcpn3dhsXjMdNzX,Woman,46,No school,Permanent,Yes,14,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3dLig2enT40ztaz,Man,19,Middle School,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_1F4cMHdE9CuBoWM,Man,22,High School,Permanent,Yes,1,Somewhat dissatisfied,No,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_ABXM0vcfHeA2emR,Woman,32,Middle School,Permanent,Yes,3,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_bvgm29GXy9JkCAh,Woman,27,Middle School,Temporary,Yes,12,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2vk8bOFmJOKZKLk,Man,21,Middle School,Permanent,Yes,8,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2tchKs03Qtq1kWx,Man,35,Middle School,Permanent,Yes,1,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_26alUqYRfsAWo2Y,Man,19,High School,Temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,Yes,No,1
R_2CQySQ1TQqkaXF4,Man,21,Middle School,Permanent,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,Yes,No,1
R_3HGjYaKgKsYnvQ2,Man,28,Elementary School,Temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,No,Strongly disagree,Yes,Don't know,0
R_1pXV7V4F9APIJH9,Woman,35,Middle School,Don't know,Yes,1,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3iKyGgKtYWkOQtu,Man,36,Elementary School,Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_elpJIpKQVTp1A41,Man,18,High School,Permanent,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,No,Strongly disagree,Yes,No,1
R_XodNBJql7T81rpv,Man,26,High School,Permanent,Yes,36,Neither satisfied nor dissatisfied,Don't know,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,Yes,1
R_0jkU9l0RnwdM7nP,Man,34,High School,Permanent,Yes,31,Somewhat Satisfied,No,No,Neither good or bad,Agree nor disagree,No,Strongly disagree,Don't know,Somewhat agree,Don't know,No,1
R_2uOGtDQ74GHP8lt,Man,50,Middle School,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_2qpC3SfJXVLnlqd,Man,33,Middle School,Permanent,Don't know,24,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly disagree,Don't know,Strongly disagree,No,Yes,1
R_3ncGnJiuMpGYj2p,Woman,20,Middle School,Permanent,Yes,11,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2YsNNkryx6l9jXG,Man,21,Middle School,Temporary,No,1,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_2ONlJssBnXmI8ZL,Man,27,Middle School,Permanent,Yes,1,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Agree nor disagree,Yes,Somewhat disagree,Yes,Strongly disagree,Yes,Yes,1
R_25EhNQSzgScEGqZ,Man,20,Middle School,Temporary,Yes,1,Somewhat Satisfied,Yes,No,Very good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3KBhGprCBNeNIoT,Man,45,Middle School,Permanent,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_31S1EwtWnRU5N2k,Woman,21,High School,Permanent,Yes,7,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_1gNkfsn2ezrCdun,Man,49,Middle School,Permanent,Yes,36,Very satisfied,Yes,No,Very good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,Yes,No,1
R_1lmHXvUHxzCd2Xy,Man,21,High School,Permanent,Don't know,1,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat disagree,Yes,Strongly disagree,No,No,1
R_3g6MAQV0DSe6M1K,Woman,51,Elementary School,Permanent,Yes,48,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2VrM15MiUVAtq6H,Man,26,Elementary School,Permanent,Yes,14,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,Yes,Strongly disagree,Yes,Strongly Agree,Yes,No,1
R_1mUldrNuzf3eCOB,Woman,43,Middle School,Permanent,Don't know,11,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3iUAuflnVWuZHbv,Man,20,High School,Permanent,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,Yes,No,1
R_2aEtUUpCv2PEADo,Woman,20,Middle School,Permanent,Don't know,24,Somewhat Satisfied,No,No,Neither good or bad,Agree nor disagree,Yes,Strongly Agree,Yes,Refused,Yes,Yes,1
R_6g8oGpFk2A2gDSx,Woman,50,Middle School,Permanent,Yes,12,Very satisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,Somewhat disagree,Yes,Strongly disagree,Yes,No,1
R_296RRlrBK5Vxhtm,Woman,25,Middle School,Permanent,Yes,18,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_24vZaPD7xApM2ow,Woman,47,Elementary School,Permanent,No,36,Very satisfied,Don't know,No,Somewhat good,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,No,No,0
R_2rMU0PhrBm5MQFt,Woman,23,Middle School,Permanent,Yes,28,Very dissatisfied,No,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,"Maybe, depending on the topic",No,1
R_27fHlL32nJ0lIvG,Man,54,Middle School,Permanent,Don't know,30,Very satisfied,Don't know,No,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,Don't know,No,1
R_1IydRyQbmhrCPV3,Woman,21,Middle School,Permanent,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Agree nor disagree,Yes,Strongly disagree,Yes,No,0
R_d3XVXM4fM28cTlv,Man,49,Elementary School,Permanent,Yes,32,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_2dtKNuI9FZrxNmS,Man,39,Elementary School,Permanent,Yes,20,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1hHiyh8Q8vmfvJU,Woman,37,High School,Permanent,Yes,4,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_2tx6roAwMyyy6eR,Man,50,Middle School,Permanent,Yes,18,Very satisfied,Yes,No,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_3WxJKPV9tqpGTQZ,Man,21,Elementary School,Permanent,No,30,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,0
R_3V3C9iTnKat0YJb,Man,32,Elementary School,Permanent,Yes,18,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly disagree,No,Strongly disagree,Yes,Strongly disagree,No,Yes,1
R_Q0VtpZ1cakGjBfP,Woman,38,Middle School,Permanent,Yes,42,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_AALeCKoWzvkkrTP,Man,19,Middle School,Temporary,Yes,6,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,"Maybe, depending on the topic",No,0
R_prxR78Q5vslU20p,Man,31,Middle School,Permanent,No,15,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_56BkMpxniQ5bqr7,Woman,22,High School,Permanent,Don't know,30,Very satisfied,Yes,Don't know,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Somewhat disagree,Yes,No,1
R_3KNOBZcE6PAatdO,Man,53,Middle School,Permanent,Yes,24,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,Don't know,Neither agree nor disagree,Yes,No,1
