Response_ID,gender_core,age_core,education_level_core,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,management_complaint_treatment_core,leadership_feedback_core,factory_recommend_tf_score
R_27VxdXfZYSRkOBq,Man,42,No school,Permanent,Yes,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3fcmW5LVoNBj3b6,Woman,43,Elementary School,Permanent,Don't know,36,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,Yes,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_SZdiyRlwkWdPuNz,Man,29,No school,Permanent,Yes,8,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,"Maybe, depending on the topic",No,1
R_5nGz4WboqKeXUbv,Man,23,Middle School,Permanent,Yes,32,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,Yes,1
R_RF7iDUAOc7FThlv,Man,28,High School,Permanent,Yes,20,Somewhat Satisfied,No,Yes,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3r0dN7vcKOY9wGC,Man,22,College degree or higher,Permanent,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_2w4tlGm2ZM0Jv9o,Man,20,Middle School,Permanent,Yes,32,Very satisfied,Yes,No,Very good,Agree nor disagree,Yes,Strongly Agree,Don't know,Strongly disagree,Yes,No,1
R_2Pdn7cJTjI9WdL8,Man,22,High School,Permanent,Yes,30,Very satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Agree nor disagree,Yes,Somewhat agree,No,No,1
R_3fqII5MkLREh6Po,Man,32,Middle School,Permanent,Yes,27,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat disagree,Don't know,Strongly disagree,No,No,1
R_1gNQNjqjfuEPcD4,Man,43,No school,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1dg02pjJyOlfIrY,Man,37,Middle School,Permanent,Yes,14,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_2CON0OnVgjQuvXG,Man,23,Middle School,Permanent,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_ahfe4DDXJUgBW81,Man,26,Middle School,Permanent,Yes,12,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_11WLoZB2UbcBYSZ,Woman,48,Middle School,Permanent,Yes,36,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Agree nor disagree,No,Agree nor disagree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_2pWVeY5BOXWoDw0,Woman,28,Middle School,Permanent,No,30,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_0pTZXVLmXjKrY4x,Man,25,Middle School,Permanent,Yes,16,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1OCVmuXxmkT5Qzk,Woman,49,Elementary School,Temporary,Yes,3,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_cHehMEg5N4oij85,Man,49,Elementary School,Temporary,Yes,32,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_2VRbY64TH248ean,Woman,19,Middle School,Permanent,Yes,7,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2tliKTybMnpM4Zc,Man,35,Middle School,Permanent,Yes,18,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1LX4sxnmKRJ3QgF,Woman,42,Middle School,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_24rfSktnLEqDf8g,Woman,38,Middle School,Permanent,Yes,36,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_qIbkoRHWyBO8eXL,Woman,33,Middle School,Permanent,Yes,30,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_Wfywfqlhx7eL0d3,Woman,20,Middle School,Permanent,Yes,11,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,Yes,0
R_tXkILZ0KU53FNCN,Man,42,Elementary School,Permanent,Yes,10,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3gYrGUb3BYEkLnQ,Woman,37,Middle School,Permanent,Yes,36,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2Bm8HFXXUDoibF9,Woman,26,Elementary School,Temporary,Yes,2,Somewhat Satisfied,Don't know,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_2428iWqDHNdNXGa,Woman,36,Middle School,Temporary,Yes,1,Very satisfied,Yes,No,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_25GjLSKs2mrJcC5,Woman,21,Middle School,Permanent,Yes,24,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2cnNGnd5NTnpF9v,Woman,34,Middle School,Permanent,Don't know,15,Somewhat Satisfied,No,No,Neither good or bad,Agree nor disagree,No,Somewhat agree,Yes,Neither agree nor disagree,"Maybe, depending on the topic",Yes,1
R_1d13NDwJmRnybW5,Man,27,Middle School,Permanent,No,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3p6bpGslbrxoJhc,Woman,40,No school,Permanent,No,36,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Somewhat agree,Yes,No,1
R_1MLk6KWWjJ74LcQ,Woman,54,Middle School,Permanent,No,12,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_3G1cmVKn1FHmji0,Woman,28,Middle School,Temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,Agree nor disagree,Yes,Strongly disagree,Yes,No,1
R_2nuuugKGeQ64pnX,Man,26,Middle School,Permanent,Yes,9,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,Yes,No,1
R_27dFxnXZUiehsBo,Woman,19,Elementary School,Temporary,Yes,3,Very satisfied,No,Yes,Very good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,No,No,1
R_1CliNrDJYeblx6Z,Man,28,Middle School,Permanent,Yes,78,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly disagree,No,Agree nor disagree,Yes,Strongly disagree,No,No,0
R_32W3pw9wYJ7KUSl,Man,33,College degree or higher,Permanent,Yes,12,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,No,No,1
R_3Qma1zH6jYqNHLb,Woman,65,No school,Permanent,Yes,4,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,Don't know,No,1
R_32Wu8z3sxYSH5jZ,Woman,35,High School,Permanent,Yes,11,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,0
R_sRvrewQkmqFWl4B,Woman,32,Middle School,Permanent,Yes,11,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1H8iXHOpgKoWxuo,Woman,28,Elementary School,Permanent,Yes,60,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Agree nor disagree,Yes,Strongly Agree,Don't know,Somewhat agree,"Maybe, depending on the topic",No,1
R_UstvYKEbVIvnUBz,Woman,52,No school,Permanent,Yes,24,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2WMWxFUCuEtDHJO,Woman,21,Elementary School,Permanent,Yes,2,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,Yes,0
R_3gNGDzBS6JHNjY0,Woman,43,Middle School,Temporary,Yes,12,Refused,Yes,No,Neither good or bad,Somewhat disagree,No,Strongly disagree,Don't know,Strongly disagree,Don't know,No,1
R_3e3onO0dOxDSgCr,Woman,26,Middle School,Don't know,Don't know,12,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_poas1KWBVffj8pb,Woman,25,Middle School,Permanent,Yes,22,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2TpWm5MaMeC0wKB,Woman,22,High School,Permanent,No,7,Very satisfied,Yes,Yes,Somewhat bad,Somewhat disagree,No,Somewhat agree,Yes,Strongly disagree,Don't know,No,1
R_10D7AhWCmX7cRLb,Woman,32,Middle School,Temporary,Yes,5,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2E3QXELhpXTXXAU,Woman,35,Elementary School,Temporary,No,14,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2Bgv2c8Xy25AF6e,Woman,47,Middle School,Permanent,Yes,1,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2dRxYspjT82zNyV,Woman,52,No school,Permanent,Yes,0,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_22tQzYsbE5Tcmp2,Woman,24,High School,Temporary,Yes,1,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2WT2xr2yATnvm2u,Man,30,Elementary School,Permanent,Yes,132,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_tRQAkOYQWNrXnIR,Woman,46,Middle School,Permanent,Yes,22,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Agree nor disagree,Don't know,Strongly disagree,Yes,No,1
R_1InubW8pESeW14N,Woman,21,Middle School,Permanent,No,4,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Don't know,Strongly disagree,Don't know,No,1
R_dbWvJLBIJytXDAB,Woman,28,Middle School,Permanent,No,30,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_w6RA2bsnZBpk7y9,Man,19,High School,Temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_vIAgTnenwgmrEs1,Woman,25,High School,Temporary,Yes,1,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1KvV2CB6L22PGqi,Woman,53,Middle School,Permanent,Yes,32,Somewhat Satisfied,Yes,No,Somewhat bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_XwgLblPkPcZWlod,Woman,22,Middle School,Temporary,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3rtiJU46CesU62t,Woman,42,No school,Permanent,Yes,60,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1pyuG7M4BRYX8So,Woman,22,Middle School,Permanent,Yes,5,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3htF8NMAposFkRv,Woman,20,High School,Temporary,Yes,20,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_10uEHNvDxDnVKWk,Woman,38,High School,Permanent,Yes,7,Somewhat Satisfied,Yes,No,Somewhat bad,Somewhat disagree,No,Somewhat agree,Yes,Strongly Agree,No,No,1
R_2AMyWIMZcOdc1av,Man,35,High School,Permanent,Yes,14,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly disagree,Yes,Strongly disagree,Don't know,Strongly disagree,Don't know,No,1
R_3purRjQueGegDO0,Woman,33,Middle School,Don't know,Yes,2,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3lz8Hf6q7kP5pLF,Woman,25,High School,Permanent,No,42,Somewhat dissatisfied,No,No,Neither good or bad,Somewhat disagree,Yes,Strongly Agree,Don't know,Strongly disagree,Don't know,Yes,1
R_3Poz5v4tvF1GVwe,Woman,28,Elementary School,Permanent,Yes,2,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_sUb1sBmdRIXJ03L,Woman,28,Middle School,Permanent,Yes,4,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,Yes,1
R_1fZC3PjxrlDAA9l,Woman,21,Middle School,Temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3kdLsxJsz0cHpO3,Woman,36,Elementary School,Don't know,Yes,2,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,Yes,No,1
R_QgH7HTghJNh5AOZ,Woman,21,Elementary School,Permanent,Yes,18,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_26bFEgTb02Z5nCq,Woman,21,High School,Permanent,Yes,18,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Neither agree nor disagree,Yes,No,1
R_RWeuX6i2c84hUAx,Woman,35,Middle School,Permanent,No,3,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Somewhat disagree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_20P7NSUokCN5Nbc,Woman,32,Middle School,Don't know,Yes,1,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Don't know,Strongly disagree,Don't know,No,1
R_2fBVVDB3FGVQrRy,Woman,18,High School,Temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3G6xu5VajZh0u0I,Woman,28,Middle School,Temporary,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_1pYYh1pFqYbuZia,Woman,31,Middle School,Permanent,Yes,6,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,Yes,No,1
R_3GybpUPeiXq7Qpb,Woman,43,Elementary School,Permanent,Yes,5,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,Yes,No,1
R_2v6Xudf5B44yai1,Woman,30,Middle School,Temporary,No,11,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Agree nor disagree,Yes,Strongly disagree,Don't know,No,1
R_3qD3416RJWhYAZV,Woman,58,No school,Permanent,Yes,17,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_12gsBiZcau56Ffh,Woman,46,Elementary School,Don't know,Yes,24,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_115f1rormOSLRyZ,Woman,19,High School,Temporary,No,6,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Don't know,Strongly disagree,"Maybe, depending on the topic",No,1
R_1hTmKKZoh2glvnQ,Woman,20,Middle School,Permanent,Yes,10,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1f3eixW1FiAn6h1,Woman,34,Middle School,Permanent,Yes,6,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3D0IGrmuiGD9Oyl,Woman,43,Middle School,Temporary,Yes,1,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_3J8foeXvxjw10mf,Woman,38,Elementary School,Permanent,No,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_2azxJhwo2i5oUxl,Woman,37,Middle School,Permanent,Yes,23,Very satisfied,Yes,No,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_3Eh8WuA0a0qDz7O,Woman,27,High School,Temporary,Yes,9,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_1LOkyzQCUhhB4KG,Man,48,Elementary School,Don't know,Yes,0,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2Uiwy6M5LrCLMCg,Man,50,Elementary School,Permanent,Yes,84,Neither satisfied nor dissatisfied,Don't know,No,Somewhat bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,No,No,0
R_332QYjVzBylMy8c,Man,53,Elementary School,Permanent,Yes,168,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_1jU0e2zX2aOzH7h,Man,23,High School,Permanent,Yes,5,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_27jOkl7K4JiooUb,Woman,26,High School,Permanent,Yes,8,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat disagree,Don't know,Somewhat disagree,No,No,1
R_XIi3cPxcmaVAAKd,Man,40,No school,Permanent,Yes,48,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_Owc2Ttu8EqicmU9,Woman,49,Elementary School,Temporary,No,1,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Refused,Yes,Strongly disagree,Yes,No,1
R_DkOxPfHt5iESXlv,Man,26,High School,Permanent,Yes,48,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1ghH1UpBy9EatAR,Man,18,Middle School,Temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Don't know,Somewhat disagree,"Maybe, depending on the topic",No,1
R_1GDJ4ygyqbc80mX,Man,28,Middle School,Don't know,Yes,3,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2D2295iCHwawW4o,Man,38,Elementary School,Permanent,Yes,15,Very satisfied,Yes,Yes,Neither good or bad,Somewhat disagree,No,Somewhat disagree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_2sRucfkPlYn19YJ,Man,48,Middle School,Permanent,Yes,33,Neither satisfied nor dissatisfied,Refused,No,Neither good or bad,Somewhat agree,No,Strongly disagree,Yes,Strongly Agree,No,Yes,1
R_PA24ZxPDkdxYUDf,Man,32,Elementary School,Temporary,Yes,1,Very satisfied,Don't know,No,Very good,Somewhat disagree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2QuL9DUS5TdAj7N,Woman,20,Middle School,Temporary,Yes,12,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat disagree,Yes,Strongly Agree,Don't know,No,1
R_27ClwSQ2HZbVVsw,Man,47,Middle School,Permanent,Yes,48,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1ImFPmQJHFavojy,Man,46,No school,Don't know,Yes,0,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_OQm55SZQN9sGgrn,Man,32,Middle School,Permanent,Yes,32,Somewhat Satisfied,Refused,No,Somewhat bad,Strongly Agree,No,Agree nor disagree,No,Somewhat agree,"Maybe, depending on the topic",No,1
R_2sdajSD9uyslvWG,Man,33,Elementary School,Permanent,Yes,24,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,0
R_2WJdh15IAUmzJQL,Man,28,High School,Permanent,Yes,12,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1dgWSGz9CwVxgRl,Man,37,Elementary School,Permanent,Yes,6,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,Yes,Somewhat agree,Yes,Strongly disagree,No,No,1
R_STq4HDTfF5jHIZ3,Woman,26,Middle School,Temporary,Yes,1,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_efjnKuHgYMNYcp3,Woman,18,High School,Don't know,Yes,3,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly Agree,No,Somewhat disagree,Don't know,Strongly disagree,No,No,1
R_CjhzuifE1QXALXr,Man,18,Middle School,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2Va788lx0IfXoBQ,Man,44,Middle School,Don't know,Yes,0,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2upL9U7Wk3O7jFa,Man,20,High School,Permanent,Yes,20,Somewhat Satisfied,Don't know,No,Neither good or bad,Somewhat agree,No,Agree nor disagree,Yes,Strongly disagree,Don't know,No,1
R_3rNIbJeUUMq3ipn,Man,30,High School,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2e9Z4lKvkwA06aZ,Woman,21,High School,Permanent,Yes,11,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2DLIFkmWq9ZQOMu,Man,22,High School,Temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_PwxhhNTgjDCevlf,Man,20,High School,Permanent,Yes,0,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Somewhat agree,Yes,Strongly disagree,Don't know,No,1
R_2dDPscNCz5VHSGl,Man,36,High School,Permanent,Yes,0,Very satisfied,Yes,No,Very good,Somewhat disagree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2pQYk8C70hoOblN,Man,28,No school,Temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Don't know,Strongly disagree,Don't know,No,1
R_3PNukeaYJXcvA7b,Woman,47,No school,Permanent,No,3,Very satisfied,Yes,No,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_1dshIF99WJVMWAm,Woman,42,Middle School,Permanent,Yes,9,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_1fgaplHfHA19CTw,Man,22,High School,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_OO2lBc61hMo0BaN,Woman,23,Middle School,Permanent,Yes,60,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly Agree,Yes,Strongly Agree,No,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_3gNqcQ2vqWfFQIt,Man,20,High School,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,Don't know,No,1
R_339iLIhS6nR1osv,Woman,30,Middle School,Permanent,Yes,36,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2YM6BkrOHEDy02v,Woman,23,Middle School,Permanent,Yes,36,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,No,Yes,1
R_3ixof4sfUGB8pcM,Man,19,High School,Temporary,Yes,10,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,No,Yes,0
R_r0EezAbPoZmRy9z,Woman,20,Middle School,Permanent,Yes,14,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,No,Yes,1
R_2y1HuPTKvXnj4Xx,Woman,41,Elementary School,Permanent,Yes,84,Somewhat Satisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2Y5mWF6fGEqO9Hd,Woman,42,Middle School,Temporary,Yes,10,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2vew0GIjOkv5jnp,Woman,48,Elementary School,Permanent,Yes,36,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Agree nor disagree,No,Somewhat agree,Yes,Strongly disagree,Don't know,No,1
R_ysVfoOWUlwkbpIZ,Woman,51,Elementary School,Permanent,Yes,11,Neither satisfied nor dissatisfied,Don't know,No,Somewhat good,Somewhat agree,Yes,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_2BeTHyKGEWtcOwA,Man,42,Elementary School,Permanent,Yes,84,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
