worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,injury_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_core
Permanent,Yes,24,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,12,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,134,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,132,Very satisfied,Yes,Don't know,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,12,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Don't know,48,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Somewhat agree,5
Permanent,Yes,132,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Somewhat agree,9
Permanent,Yes,156,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Seasonal OR temporary,Yes,6,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Permanent,Yes,46,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Agree nor disagree,Yes,Somewhat disagree,9
Permanent,Yes,168,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Somewhat agree,10
Seasonal OR temporary,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,92,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Agree nor disagree,9
Permanent,Yes,156,Somewhat Satisfied,Yes,Yes,Very good,Strongly disagree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,72,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,72,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Somewhat disagree,10
Permanent,Yes,137,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly disagree,No,,Somewhat agree,Yes,Somewhat agree,7
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,96,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Somewhat agree,7
Permanent,Yes,72,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,156,Very satisfied,Yes,Don't know,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,120,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,No,18,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,7
Permanent,Yes,96,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,48,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,156,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,No,Refused,Refused,Don't know,,Strongly Agree,Yes,Refused,7
Permanent,Yes,156,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,Yes,48,Very satisfied,No,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Permanent,Yes,161,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,8,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,84,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,80,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,1,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,10
Permanent,Yes,72,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,48,Somewhat dissatisfied,Yes,No,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,5,Very satisfied,Yes,No,Very good,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Don't know,Strongly disagree,9
Permanent,Yes,72,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Refused,10
Seasonal OR temporary,Yes,9,Very satisfied,Yes,Yes,Very good,Strongly agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,30,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Somewhat disagree,8
Seasonal OR temporary,Yes,7,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,8
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,10
Permanent,Yes,152,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,96,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,108,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,5
Permanent,Refused,192,Very satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,123,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,0
Permanent,Yes,96,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Somewhat agree,8
Permanent,Yes,12,Very satisfied,Yes,Don't know,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Somewhat disagree,7
Permanent,Yes,48,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,13,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,196,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Somewhat agree,10
Permanent,Yes,62,Somewhat Satisfied,Refused,No,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Agree nor disagree,8
Permanent,Yes,36,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Agree nor disagree,9
Permanent,Yes,120,Very satisfied,Yes,No,Somewhat good,Somewhat agree,No,,Somewhat disagree,Yes,Strongly disagree,8
Permanent,Yes,168,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,Yes,5,Somewhat dissatisfied,Yes,Don't know,Somewhat good,Agree nor disagree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,150,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,144,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,16,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Agree nor disagree,7
Seasonal OR temporary,Yes,5,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,71,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Somewhat agree,Yes,Somewhat agree,10
Permanent,Yes,120,Somewhat Satisfied,No,Yes,Neither good or bad,Strongly agree,No,,Agree nor disagree,Yes,Somewhat agree,5
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,120,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,18,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Seasonal OR temporary,Yes,2,Very satisfied,Yes,No,Very good,Strongly agree,Yes,2 occasions,Strongly Agree,Yes,Strongly agree,10
Permanent,Yes,132,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Agree nor disagree,9
Seasonal OR temporary,Yes,5,Very satisfied,Don't know,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,48,Somewhat Satisfied,Don't know,Yes,Somewhat good,Strongly agree,No,,Agree nor disagree,Yes,Strongly disagree,6
Permanent,Yes,11,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,134,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Strongly disagree,8
Seasonal OR temporary,Yes,8,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,228,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,7,Very satisfied,Don't know,Yes,Neither good or bad,Strongly agree,No,,Agree nor disagree,Yes,Refused,10
Permanent,No,60,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Seasonal OR temporary,Yes,2,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Don't know,60,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,9
Permanent,Yes,19,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Agree nor disagree,No,,Somewhat agree,No,Agree nor disagree,5
Permanent,Yes,156,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly disagree,Yes,Somewhat agree,9
Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Don't know,142,Somewhat Satisfied,No,No,Neither good or bad,Somewhat disagree,No,,Somewhat agree,Yes,Strongly disagree,10
Permanent,Yes,204,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,10
Seasonal OR temporary,No,5,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,96,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Agree nor disagree,10
Permanent,Yes,59,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,5
Permanent,Yes,208,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,120,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,24,Somewhat Satisfied,No,Yes,Neither good or bad,Agree nor disagree,Yes,2 occasions,Strongly Agree,Yes,Strongly disagree,8
Permanent,No,48,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,10
Permanent,Yes,60,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,84,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Somewhat disagree,8
Permanent,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly agree,Yes,1 occasion,Strongly Agree,Yes,Somewhat agree,9
Permanent,Yes,162,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,9,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,38,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Somewhat disagree,10
Permanent,Yes,4,Very satisfied,Yes,No,Very good,Strongly agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,18,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,72,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Somewhat disagree,10
Permanent,Yes,12,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,15,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,84,Somewhat Satisfied,Yes,No,Very good,Strongly disagree,Yes,1 occasion,Somewhat agree,Yes,Strongly disagree,8
Permanent,Yes,156,Somewhat Satisfied,No,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Don't know,12,Very satisfied,No,No,Neither good or bad,Somewhat agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,15,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly disagree,Don't know,Strongly disagree,9
Seasonal OR temporary,No,5,Somewhat Satisfied,No,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Somewhat disagree,10
Permanent,Yes,62,Somewhat Satisfied,Yes,No,Somewhat good,Agree nor disagree,No,,Somewhat agree,Yes,Strongly disagree,10
Permanent,No,72,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat disagree,No,,Strongly Agree,Yes,Strongly disagree,8
Don't know,No,4,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,7,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,Yes,1 occasion,Somewhat disagree,Yes,Strongly disagree,8
Permanent,Yes,6,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Agree nor disagree,10
Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,156,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Agree nor disagree,8
Permanent,Yes,72,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,34,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,9
Permanent,Yes,48,Somewhat Satisfied,Yes,No,Somewhat good,Strongly disagree,No,,Strongly Agree,Yes,Somewhat agree,10
Permanent,Don't know,8,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Somewhat disagree,9
Permanent,Don't know,120,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,No,,Somewhat agree,Yes,Strongly agree,8
Permanent,Yes,11,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,84,Somewhat Satisfied,Don't know,No,Neither good or bad,Strongly disagree,Yes,1 occasion,Somewhat agree,Don't know,Strongly agree,8
Permanent,Yes,192,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,No,108,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,100,Very satisfied,Don't know,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,72,Neither satisfied nor dissatisfied,Don't know,No,Somewhat good,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,9
Permanent,Yes,83,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,Yes,2 occasions,Somewhat agree,Yes,Strongly disagree,8
Permanent,Yes,24,Very satisfied,Yes,Don't know,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,96,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,33,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Somewhat agree,Yes,Agree nor disagree,9
Permanent,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,149,Somewhat Satisfied,Don't know,Yes,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Somewhat agree,8
Permanent,Yes,29,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,150,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,36,Very satisfied,Don't know,No,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,90,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Agree nor disagree,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,216,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,78,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,48,Somewhat Satisfied,No,No,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Somewhat agree,9
Permanent,Refused,169,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Agree nor disagree,Yes,1 occasion,Strongly Agree,Don't know,Somewhat disagree,9
Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,72,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Somewhat agree,10
Seasonal OR temporary,Yes,2,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,48,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,132,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,149,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,108,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Somewhat agree,Yes,1 occasion,Somewhat disagree,Yes,Strongly disagree,8
Permanent,Yes,156,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,48,Somewhat Satisfied,Don't know,No,Neither good or bad,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,16,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,135,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Somewhat agree,9
Permanent,Yes,11,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,96,Somewhat dissatisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Agree nor disagree,Yes,Strongly disagree,9
